Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR26260937_1 - polya	(1, 0.01586477106937183)	(2, 0.04811109365196228)	(3, 0.061018948046391186)	(4, 0.09917133284437354)	(5, 0.11043947786058181)	(6, 0.12129186718136445)	(7, 0.13454553706077355)	(8, 0.15492922283836957)	(9, 0.19778702957243063)	(10, 0.24327925089993624)	(12, 0.2643584532147396)	(14, 0.2851812080912431)	(16, 0.30600590575137)	(18, 0.32363083878361854)	(20, 0.3455978932143542)	(22, 0.37394310628098837)	(24, 0.4004640455251709)	(26, 0.4345482414155774)	(28, 0.4643971690067884)	(30, 0.4869101456357231)	(32, 0.5075405649335016)	(34, 0.5324897922262855)	(36, 0.5518982006248925)	(38, 0.5676289196242439)	(40, 0.5863301547839026)	(42, 0.6027155918643682)	(44, 0.6194682150496723)	(46, 0.6395740827691101)	(48, 0.6546267702838655)	(50, 0.6683253376130525)	(52, 0.683069122531674)	(54, 0.70117780868617)	(56, 0.7175010766906842)	(58, 0.7322332049075647)	(60, 0.7470741290073604)	(62, 0.7606036741613043)	(64, 0.7761653709854125)	(66, 0.79373396329258)	(68, 0.8104049895656977)	(70, 0.8317348109679306)	(72, 0.8556019077824337)	(74, 0.877800153464364)	(76, 0.912978136534792)	(78, 0.9432000785817121)	(80, 0.9611455709118354)	(82, 0.9794096797562102)	(84, 1.003300089974195)	(86, 1.0281482925185579)	(88, 1.046598908590787)	(90, 1.0663259335036455)	(92, 1.084749350605146)	(94, 1.1129469121163955)	(96, 1.1400526292312467)	(98, 1.161656383124391)	(100, 1.1833397911460977)	(102, 1.2078460637727273)	(104, 1.231559680680975)	(106, 1.2561825203250137)	(108, 1.2927126807973868)	(110, 1.3201952979351939)	(112, 1.3400369470818378)	(114, 1.3572247537988025)	(116, 1.3753081837661933)	(118, 1.3963291025722921)	(120, 1.411956854039599)	(122, 1.425282406913077)	(124, 1.4399892789428521)	(126, 1.458746854827592)	(128, 1.4744756310433198)	(130, 1.4918849150933617)	(132, 1.5113457786498028)	(134, 1.5303928292944415)	(136, 1.5484238041039982)	(138, 1.5636629988466084)
SRR26260937_1 - polyg	(1, 0.0)	(2, 0.002607215622715772)	(3, 0.0032522197857125204)	(4, 0.00420418376121977)	(5, 0.0042780095389121685)	(6, 0.004604397187657512)	(7, 0.004763705444783214)	(8, 0.005144491034986114)	(9, 0.005816694168711641)	(10, 0.006230507080513772)	(12, 0.006976535991931697)	(14, 0.007885758727722295)	(16, 0.009688661930315614)	(18, 0.011064152735742416)	(20, 0.012832085833113021)	(22, 0.013883131773417965)	(24, 0.01571323394674006)	(26, 0.01790857944127719)	(28, 0.023012272020170137)	(30, 0.030287996690118394)	(32, 0.03975323850373333)	(34, 0.04639950127967272)	(36, 0.049478813322895145)	(38, 0.05302050786850681)	(40, 0.05521585336304394)	(42, 0.05746365401541513)	(44, 0.05953077579080231)	(46, 0.06030206088932552)	(48, 0.06098203515754499)	(50, 0.06166978056025839)	(52, 0.062250672863680155)	(54, 0.06298698785698066)	(56, 0.06364947707258878)	(58, 0.06409243173874316)	(60, 0.06457812764461421)	(62, 0.06511433592469584)	(64, 0.06569717101174109)	(66, 0.06666856282348319)	(68, 0.06775263608538737)	(70, 0.0691844676158952)	(72, 0.07090188833905522)	(74, 0.0742065632826018)	(76, 0.07582684482458762)	(78, 0.07683903509242287)	(80, 0.07774825782821349)	(82, 0.07860696818979349)	(84, 0.07961333010675829)	(86, 0.08035741623455273)	(88, 0.08123749721599106)	(90, 0.08241093852457551)	(92, 0.08325799218441461)	(94, 0.08394962315437499)	(96, 0.08466845309506413)	(98, 0.08545528046257522)	(100, 0.08620908050848708)	(102, 0.08700367901049212)	(104, 0.08788570277555394)	(106, 0.08879298272772104)	(108, 0.0896108946332079)	(110, 0.0904948611818932)	(112, 0.09155950660756253)	(114, 0.0926319231677258)	(116, 0.09416089387940785)	(118, 0.095738434181677)	(120, 0.09733928788742796)	(122, 0.09937532512483939)	(124, 0.10159009845561136)	(126, 0.10406131922468323)	(128, 0.10587782191264095)	(130, 0.10748838953650933)	(132, 0.10932432006070189)	(134, 0.11131567327477318)	(136, 0.11355570279265043)	(138, 0.11590452819344281)
SRR26260937_2 - nextera_transposase_sequence	(1, 0.0003147309470044375)	(2, 0.0003302732159923109)	(3, 0.0003302732159923109)	(4, 0.0003458154849801844)	(5, 0.00034970105222715273)	(6, 0.0003535866194741211)	(7, 0.0003574721867210895)	(8, 0.00036135775396805783)	(9, 0.00037301445570896293)	(10, 0.00037301445570896293)	(12, 0.00042352682991955167)	(14, 0.000448783017024846)	(16, 0.0004740392041301404)	(18, 0.00048569590587104546)	(20, 0.0004973526076119505)	(22, 0.0005051237421058873)	(24, 0.000555636116316476)	(26, 0.0005906062215391913)	(28, 0.000629461894008875)	(30, 0.0006644319992315903)	(32, 0.0006935737535838529)	(34, 0.0007926557183815463)	(36, 0.0009033943849201447)	(38, 0.0010102474842117746)	(40, 0.0010743593437867525)	(42, 0.0011559562559730883)	(44, 0.0012375531681594238)	(46, 0.0013716052381798323)	(48, 0.0015095428754472093)	(50, 0.0016319382437267127)	(52, 0.0017465624775122794)	(54, 0.0018864428984031408)	(56, 0.0020340944537879384)	(58, 0.0022361439506302936)	(60, 0.002442079014719617)	(62, 0.00269464088577256)	(64, 0.0029180610024732412)	(66, 0.003127881633809533)	(68, 0.00341929917733216)	(70, 0.003875853328850943)	(72, 0.004447031714155293)	(74, 0.005020152883083126)	(76, 0.005634072508104128)	(78, 0.006310161209076623)	(80, 0.007085331874846812)	(82, 0.007955698938167725)	(84, 0.00890960569729846)	(86, 0.010036420198919285)	(88, 0.011365284197382464)	(90, 0.012954481201392525)	(92, 0.014757384403985847)	(94, 0.016768165454291974)	(96, 0.019105334153343444)	(98, 0.02188545751854931)	(100, 0.02521733143282468)	(102, 0.0287279414404606)	(104, 0.03235706124912905)	(106, 0.03646022026192764)	(108, 0.041540599437338774)	(110, 0.046659834285219595)	(112, 0.05218122534316164)	(114, 0.0578735813599703)	(116, 0.06394478018335836)	(118, 0.06997712333427675)	(120, 0.07675549539661305)	(122, 0.08393213810176363)	(124, 0.09072993800033478)	(126, 0.09762487708008014)	(128, 0.10549509353881456)	(130, 0.11300200945995745)	(132, 0.1204137289835496)	(134, 0.12600311746831358)	(136, 0.12845296761752714)	(138, 0.12856176350044227)
SRR26260937_2 - polya	(1, 0.04067411794126483)	(2, 0.05598713846156716)	(3, 0.059713397451409814)	(4, 0.0712107909351892)	(5, 0.07565199429847405)	(6, 0.08024084921714368)	(7, 0.0855563052109964)	(8, 0.09862735342979798)	(9, 0.120487554761242)	(10, 0.14585642331669846)	(12, 0.15713622503464758)	(14, 0.1771196973858059)	(16, 0.20889780911513667)	(18, 0.23185762597747273)	(20, 0.25652320686122787)	(22, 0.2823292017319683)	(24, 0.3005544549038734)	(26, 0.32205524126497287)	(28, 0.3380812633750938)	(30, 0.3516613209032483)	(32, 0.364102907228041)	(34, 0.3789418885442132)	(36, 0.39206344913722535)	(38, 0.40372209366175393)	(40, 0.41971120288302877)	(42, 0.4325452314997652)	(44, 0.44765037417235476)	(46, 0.4660893335428431)	(48, 0.4833393093357592)	(50, 0.5015101645662068)	(52, 0.519659649176796)	(54, 0.5456812930297431)	(56, 0.5642834462246041)	(58, 0.5809233879597462)	(60, 0.5955544914282055)	(62, 0.6090762654476555)	(64, 0.6271499814969288)	(66, 0.6480931889580883)	(68, 0.6703361186633587)	(70, 0.7050186919097983)	(72, 0.7313880940313491)	(74, 0.7498348245363313)	(76, 0.7730821733749431)	(78, 0.7911617177750869)	(80, 0.8039899180409529)	(82, 0.8178575075453831)	(84, 0.8413360476351894)	(86, 0.8684961626914982)	(88, 0.8876364669500644)	(90, 0.9113092854022191)	(92, 0.9321670103839453)	(94, 0.9634283416694294)	(96, 0.9848494739019659)	(98, 1.0002518624689485)	(100, 1.0134647338922644)	(102, 1.0283406280972827)	(104, 1.0434535419043662)	(106, 1.0584382319922998)	(108, 1.0783498213493892)	(110, 1.0957668765339248)	(112, 1.1098462294533147)	(114, 1.12373907514485)	(116, 1.1404178725524616)	(118, 1.159004483478335)	(120, 1.1735753606544663)	(122, 1.1849639582553304)	(124, 1.1979281533748405)	(126, 1.2128875872756688)	(128, 1.225500138559328)	(130, 1.2399816476887793)	(132, 1.2572879642067762)	(134, 1.2745826240230325)	(136, 1.2904318528234162)	(138, 1.3034931871241007)
SRR26260937_2 - polyg	(1, 0.04672006057754761)	(2, 0.05167415881743227)	(3, 0.052734918675854635)	(4, 0.05835733448221786)	(5, 0.059142219066105464)	(6, 0.06018743665553996)	(7, 0.06125985321570322)	(8, 0.06233615534311346)	(9, 0.0640263770955447)	(10, 0.06562140245042522)	(12, 0.06780509124322143)	(14, 0.06948754186115874)	(16, 0.0722929214134699)	(18, 0.0734100219969733)	(20, 0.0743192447327639)	(22, 0.07537417624031581)	(24, 0.07643493609873817)	(26, 0.07743935523207948)	(28, 0.07836800580410494)	(30, 0.07931996977961217)	(32, 0.08044872706485649)	(34, 0.08176593436157877)	(36, 0.08271012720259208)	(38, 0.08371648911955688)	(40, 0.08476559227623834)	(42, 0.08573892687160392)	(44, 0.08676083105755661)	(46, 0.08776525019089793)	(48, 0.08906108686776187)	(50, 0.09015681683140694)	(52, 0.09127003184766339)	(54, 0.09232302057159181)	(56, 0.0933565814592854)	(58, 0.0944872815281532)	(60, 0.09584334449734515)	(62, 0.09750831006267109)	(64, 0.09976193906591274)	(66, 0.10231475674717096)	(68, 0.10459752750476486)	(70, 0.10706680549021327)	(72, 0.10944865821260488)	(74, 0.11209667229141382)	(76, 0.11524981011232864)	(78, 0.1204253856852905)	(80, 0.12517354886108584)	(82, 0.12831891554750674)	(84, 0.1311825786085224)	(86, 0.13327884213826185)	(88, 0.1352740809195801)	(90, 0.13755490889355054)	(92, 0.13964340128879604)	(94, 0.1417610354383938)	(96, 0.14373296081623022)	(98, 0.1456524310362326)	(100, 0.1477797791039478)	(102, 0.1501363756392341)	(104, 0.15249685774176736)	(106, 0.15487288211328853)	(108, 0.1574198714436763)	(110, 0.15989303499637164)	(112, 0.1623564846309496)	(114, 0.16524928944631756)	(116, 0.168079925185734)	(118, 0.17085810576731636)	(120, 0.17360714459454651)	(122, 0.17637366847438796)	(124, 0.1796258882601005)	(126, 0.1829033642329183)	(128, 0.18611478556253766)	(130, 0.18906781667023362)	(132, 0.19213158644446818)	(134, 0.1955198010838246)	(136, 0.19920914718482105)	(138, 0.20340750259517038)
SRR26260938_1 - nextera_transposase_sequence	(1, 0.0013150137573763425)	(2, 0.001383378386964715)	(3, 0.0013914212845633472)	(4, 0.0014235928749578752)	(5, 0.0014235928749578752)	(6, 0.0014557644653524035)	(7, 0.0014638073629510357)	(8, 0.0014839146069476159)	(9, 0.001495978953345564)	(10, 0.0015040218509441959)	(12, 0.001518096921741802)	(14, 0.001534182716939066)	(16, 0.0015462470633370142)	(18, 0.0015904830001294906)	(20, 0.001626676039323335)	(22, 0.0016648798029168372)	(24, 0.0016990621177110235)	(26, 0.0017654160228997382)	(28, 0.0018679629672822967)	(30, 0.0019504026676682754)	(32, 0.00204691743885186)	(34, 0.002195711044426553)	(36, 0.0023304295792036405)	(38, 0.0024731910115793595)	(40, 0.002656166931948239)	(42, 0.0028371321279174605)	(44, 0.003036193843483604)	(46, 0.0032915558422401724)	(48, 0.003520778423801186)	(50, 0.00379021549335536)	(52, 0.004178285302489357)	(54, 0.004634719741211726)	(56, 0.005075068384736833)	(58, 0.00556367441385373)	(60, 0.0062754708513326676)	(62, 0.007039546123202714)	(64, 0.00788405037105908)	(66, 0.00890951981488467)	(68, 0.010025471856694869)	(70, 0.011420914590057531)	(72, 0.012969172377794203)	(74, 0.014845178242675132)	(76, 0.017167564924280142)	(78, 0.019876010690619488)	(80, 0.023018772927284967)	(82, 0.02719303678097501)	(84, 0.03163070553102025)	(86, 0.03671180608895606)	(88, 0.04289679434230412)	(90, 0.051150818002900264)	(92, 0.059430981080691975)	(94, 0.06877079591710346)	(96, 0.07934519553490496)	(98, 0.09135123092526298)	(100, 0.10497187800854638)	(102, 0.11999601072279108)	(104, 0.13620446010843434)	(106, 0.15363744065346935)	(108, 0.1717580889431874)	(110, 0.19159991731901269)	(112, 0.2119866520071453)	(114, 0.23359791785466966)	(116, 0.25616829924083084)	(118, 0.27922125448291)	(120, 0.3025697862117389)	(122, 0.3263687202060912)	(124, 0.34980974525730435)	(126, 0.37328897407211103)	(128, 0.3977052004571583)	(130, 0.42196257961463257)	(132, 0.44657786771524605)	(134, 0.46058658460766344)	(136, 0.46559932053601083)	(138, 0.4659331007863541)
SRR26260938_1 - polya	(1, 0.019049602962360045)	(2, 0.05307508125337299)	(3, 0.06586328843519797)	(4, 0.10365284280237072)	(5, 0.11487268495246246)	(6, 0.1257949398914048)	(7, 0.1389893134019607)	(8, 0.16019039147195482)	(9, 0.20499737399393406)	(10, 0.24819979844498619)	(12, 0.268079830584405)	(14, 0.2889652249236528)	(16, 0.3101763566156452)	(18, 0.32853829183332217)	(20, 0.35141028187943213)	(22, 0.3810121664911974)	(24, 0.40794179837581723)	(26, 0.44131781268574066)	(28, 0.46948605080054984)	(30, 0.49073136480733637)	(32, 0.5099297613752711)	(34, 0.533131510222925)	(36, 0.5520584589969059)	(38, 0.5679592675494014)	(40, 0.5859250900603459)	(42, 0.6022280434927731)	(44, 0.618915045285535)	(46, 0.6389800640697223)	(48, 0.6542374408143272)	(50, 0.6685899915790863)	(52, 0.6834150625777647)	(54, 0.7011516625071481)	(56, 0.7168292806512817)	(58, 0.7322615904186569)	(60, 0.7470142753389478)	(62, 0.7614914910164855)	(64, 0.7774586534741699)	(66, 0.7948775589484072)	(68, 0.8119124160623099)	(70, 0.8330752903687106)	(72, 0.8561845458939801)	(74, 0.877757607977911)	(76, 0.909760297522868)	(78, 0.9361671410635767)	(80, 0.9532582984606699)	(82, 0.9722033437542477)	(84, 0.9954372641922961)	(86, 1.0185786913079602)	(88, 1.0364138167329267)	(90, 1.056673875783881)	(92, 1.076029108854989)	(94, 1.1046075347473283)	(96, 1.13140848027037)	(98, 1.1528267165755273)	(100, 1.1732556764760527)	(102, 1.195801929169418)	(104, 1.2174232486389407)	(106, 1.2396980535383522)	(108, 1.2736591886485762)	(110, 1.2985700532359392)	(112, 1.316063355512964)	(114, 1.3317510272790958)	(116, 1.3483676537178697)	(118, 1.3662952724652206)	(120, 1.3805332119391989)	(122, 1.3928931348238969)	(124, 1.4065117711827804)	(126, 1.4231907300779438)	(128, 1.437782557046262)	(130, 1.4536773334255586)	(132, 1.4719970434308427)	(134, 1.4896652787306377)	(136, 1.5058958460846772)	(138, 1.5195687720023519)
SRR26260938_2 - nextera_transposase_sequence	(1, 0.0002734585183534902)	(2, 0.0002895443135507543)	(3, 0.0002895443135507543)	(4, 0.0003016086599487024)	(5, 0.00030965155754733445)	(6, 0.00031769445514596653)	(7, 0.00032171590394528254)	(8, 0.0003297588015439146)	(9, 0.00036997328953707493)	(10, 0.00036997328953707493)	(12, 0.0004182306751288673)	(14, 0.0004383379191254475)	(16, 0.00045643443872236966)	(18, 0.0004886060291168978)	(20, 0.00049664892671553)	(22, 0.0005167561707121101)	(24, 0.0005428955879076642)	(26, 0.0005650135563039025)	(28, 0.000629356737092959)	(30, 0.0006695712250861193)	(32, 0.0007278822326762019)	(34, 0.0008545578698546568)	(36, 0.00098324423143277)	(38, 0.0011119305930108827)	(40, 0.0012004024665958355)	(42, 0.0012707778205838661)	(44, 0.0013572389697691608)	(46, 0.0016085795197264127)	(48, 0.0018378021012874267)	(50, 0.0019906171556614356)	(52, 0.0021072391708416007)	(54, 0.0022520113276169778)	(56, 0.0024369979723855156)	(58, 0.002605898821956789)	(60, 0.002808981986322248)	(62, 0.0031065691974716345)	(64, 0.0034302958258165756)	(66, 0.003794236942154676)	(68, 0.004222521239281834)	(70, 0.0047332452367949696)	(72, 0.005398795013081773)	(74, 0.0060201088525761)	(76, 0.006705765872859483)	(78, 0.007514077081522005)	(80, 0.008447053202963326)	(82, 0.009631369874361896)	(84, 0.011022791158925243)	(86, 0.012496652143874569)	(88, 0.01436059366235755)	(90, 0.016325071400823433)	(92, 0.01856903983084178)	(94, 0.021229228211589332)	(96, 0.023923598907131076)	(98, 0.02719102605657535)	(100, 0.03104960617951908)	(102, 0.0352681059700016)	(104, 0.0398706541208188)	(106, 0.04469036050679906)	(108, 0.05042494649462373)	(110, 0.05609317857725968)	(112, 0.06211730887863509)	(114, 0.06822991105359547)	(116, 0.07472052941569153)	(118, 0.08170578598010347)	(120, 0.08879761093769731)	(122, 0.09606436891806136)	(124, 0.10314412952925725)	(126, 0.11065418516197995)	(128, 0.11898662707416276)	(130, 0.12697925656280337)	(132, 0.13521317297940294)	(134, 0.14122724965878009)	(136, 0.1436200116943731)	(138, 0.14372658008755498)
SRR26260938_2 - polya	(1, 0.04928687648441729)	(2, 0.06603218928476924)	(3, 0.06994505896650374)	(4, 0.08436597436085104)	(5, 0.08932039928160838)	(6, 0.09485793427826657)	(7, 0.10125203786917905)	(8, 0.11593032598668257)	(9, 0.14013542630976578)	(10, 0.16686398575441977)	(12, 0.17922591936351726)	(14, 0.20188075117446413)	(16, 0.23694778470449993)	(18, 0.26181642407947026)	(20, 0.289845922210703)	(22, 0.31882850370737364)	(24, 0.3381314579440906)	(26, 0.3604605524022929)	(28, 0.37709929680946297)	(30, 0.3909109627107139)	(32, 0.4038781243641084)	(34, 0.4194873778786536)	(36, 0.4336267918570488)	(38, 0.4466241143764382)	(40, 0.4638318937887115)	(42, 0.4775772057847737)	(44, 0.49364490446244086)	(46, 0.5134485290746726)	(48, 0.5320819120863035)	(50, 0.5521429094216915)	(52, 0.5714237456900122)	(54, 0.5998855495671714)	(56, 0.6200209437053468)	(58, 0.6374277848331863)	(60, 0.6539036605639841)	(62, 0.6688192141606473)	(64, 0.6885001845844999)	(66, 0.7118205661717336)	(68, 0.736735452207896)	(70, 0.7734331832260545)	(72, 0.801593378443265)	(74, 0.8213889601578981)	(76, 0.84713025392232)	(78, 0.8666282484258039)	(80, 0.8805927293814289)	(82, 0.8960531892903993)	(84, 0.9222368424227461)	(86, 0.9516477082165438)	(88, 0.9724587057530043)	(90, 0.9988293562545191)	(92, 1.0215223918290595)	(94, 1.0564868784147126)	(96, 1.0797409060967578)	(98, 1.095943323309202)	(100, 1.1099560616504185)	(102, 1.1246685320827163)	(104, 1.139746954355752)	(106, 1.1550485670371493)	(108, 1.1759962938327866)	(110, 1.1931879874498625)	(112, 1.2069916104535148)	(114, 1.2205539465292081)	(116, 1.237576739296713)	(118, 1.2555867977444497)	(120, 1.2689641471753745)	(122, 1.2800050348538967)	(124, 1.2926967272645382)	(126, 1.306960806155712)	(128, 1.3185586644929397)	(130, 1.3314695258631437)	(132, 1.3466002269705704)	(134, 1.361570070126024)	(136, 1.374653853794599)	(138, 1.3857791918979068)
SRR26260938_2 - polyg	(1, 0.035199741340413225)	(2, 0.03852145804864827)	(3, 0.03971582834204513)	(4, 0.04306167374307607)	(5, 0.04377749162935433)	(6, 0.04471851064839428)	(7, 0.04576810878501576)	(8, 0.04664076317446734)	(9, 0.04758178219350729)	(10, 0.04896918202927132)	(12, 0.050352560416236036)	(14, 0.0517620782203963)	(16, 0.05299666300178633)	(18, 0.05394773564282457)	(20, 0.05495510856705324)	(22, 0.055863955995698655)	(24, 0.05680497501473861)	(26, 0.05772789751418164)	(28, 0.05872722754081167)	(30, 0.059613957001060855)	(32, 0.06062132992528953)	(34, 0.06193232223386655)	(36, 0.06270846185213455)	(38, 0.06349465509240082)	(40, 0.06433714861585754)	(42, 0.06521181372970877)	(44, 0.06598594262357711)	(46, 0.06685457556422937)	(48, 0.06788004500805496)	(50, 0.06865015245312397)	(52, 0.06957106422816736)	(54, 0.07063272671118678)	(56, 0.07157776717902606)	(58, 0.07254693633966122)	(60, 0.07347790173670288)	(62, 0.07447522103893325)	(64, 0.07576007393031473)	(66, 0.07723192419086439)	(68, 0.07866959213661988)	(70, 0.07989010184721229)	(72, 0.08117495473859376)	(74, 0.08242763603958071)	(76, 0.08371449965536185)	(78, 0.08681704740403416)	(80, 0.08942093550159129)	(82, 0.0908143675105543)	(84, 0.0921354134411296)	(86, 0.0933720089469193)	(88, 0.0946407760431035)	(90, 0.09584721068289831)	(92, 0.09715418154267602)	(94, 0.09851343123684483)	(96, 0.09981839137222288)	(98, 0.10122790917638316)	(100, 0.10271182378333077)	(102, 0.10402884826510678)	(104, 0.10563541706043353)	(106, 0.10712737456497978)	(108, 0.10883045813149012)	(110, 0.110483273588009)	(112, 0.1122406467133101)	(114, 0.11486665277926347)	(116, 0.11682107689573107)	(118, 0.11853019263544039)	(120, 0.12021316895795414)	(122, 0.12207711047643713)	(124, 0.12460056959800794)	(126, 0.12712201799517908)	(128, 0.12950673713317348)	(130, 0.13166625513840619)	(132, 0.13361866853047413)	(134, 0.13580231522850272)	(136, 0.13823730247648858)	(138, 0.14097389838442315)
