Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR27961782_1 - polya	(1, 0.02057011846777693)	(2, 0.02470860612779548)	(3, 0.026859396512681967)	(4, 0.03044744492727933)	(5, 0.03316906119630631)	(6, 0.03560526452326304)	(7, 0.03910157306362354)	(8, 0.04833672040346789)	(9, 0.06120068943534821)	(10, 0.07097608270125409)	(11, 0.07404427182850923)	(12, 0.0773774872591153)	(13, 0.08242318034214284)	(14, 0.08888574481616196)	(15, 0.09876307127566436)	(16, 0.10929277017418446)	(17, 0.11505199561238762)	(18, 0.12076025445379251)	(19, 0.12629522686608333)	(20, 0.1330839775596113)	(21, 0.13955673535299007)	(22, 0.14690611861129887)	(23, 0.15263476409142307)	(24, 0.15814934986499457)	(25, 0.16386780202575912)	(26, 0.17586533891206907)	(27, 0.18198133052786003)	(28, 0.1888312411375459)	(29, 0.19502877930821408)	(30, 0.20047201184626803)	(31, 0.20534441850018148)	(32, 0.2100639253637002)	(33, 0.21542561134687693)	(34, 0.22088923052365017)	(35, 0.22525197120958107)	(36, 0.2302365043764507)	(37, 0.23444634527198682)	(38, 0.23881927927727734)	(39, 0.24377323248606803)	(40, 0.2520196278480262)	(41, 0.25735073387312396)	(42, 0.2623352670399936)	(43, 0.2671363204583895)	(44, 0.2723349133318118)	(45, 0.28064246860992786)	(46, 0.2866973003095609)	(47, 0.29277251864791326)	(48, 0.2983074910602041)	(49, 0.303342990823872)	(50, 0.30865371021025045)	(51, 0.31364843669647974)	(52, 0.3200090679769024)	(53, 0.3288568691810799)	(54, 0.33853032925338933)	(55, 0.3454108198211541)	(56, 0.3512515918142345)	(57, 0.35675598426844635)	(58, 0.36200554373866695)	(59, 0.3671123967378524)	(60, 0.37267794910822216)	(61, 0.37868181421105696)	(62, 0.3843594930943829)	(63, 0.3894969260516473)	(64, 0.39614297027414014)	(65, 0.40333945374205415)
SRR27961782_1 - polyg	(1, 0.004230227534255414)	(2, 0.006187344851308521)	(3, 0.006635850903133192)	(4, 0.007461509771264972)	(5, 0.008756061329940725)	(6, 0.010529698898520103)	(7, 0.011691737305520386)	(8, 0.013893494287205132)	(9, 0.017287869633969114)	(10, 0.01960175312861003)	(11, 0.021477323890785924)	(12, 0.023006321794733664)	(13, 0.02498382575050607)	(14, 0.02738944911938385)	(15, 0.029193666646042185)	(16, 0.031150783963095292)	(17, 0.03268997518640268)	(18, 0.034616512545376836)	(19, 0.036216863684842136)	(20, 0.037756054908149525)	(21, 0.03918311961850075)	(22, 0.04085482399348361)	(23, 0.04229208202319449)	(24, 0.04392301312073875)	(25, 0.04554375089892335)	(26, 0.04708294212223074)	(27, 0.04866290662297674)	(28, 0.05045693083027542)	(29, 0.052566947937723305)	(30, 0.05433039218694303)	(31, 0.05613460971360136)	(32, 0.05787766732410179)	(33, 0.05996729779283037)	(34, 0.0621078948583572)	(35, 0.06428926520132265)	(36, 0.06626676915709505)	(37, 0.0683869795839026)	(38, 0.07116975576908748)	(39, 0.07347344594436873)	(40, 0.07587906931324652)	(41, 0.07825411272404534)	(42, 0.08034374319277392)	(43, 0.08299400622628333)	(44, 0.08547098283067867)	(45, 0.08817221246098635)	(46, 0.09093460200745193)	(47, 0.09378873142815437)	(48, 0.09669382744565508)	(49, 0.09940525039532241)	(50, 0.10210648002563008)	(51, 0.10496060944633254)	(52, 0.10781473886703498)	(53, 0.11102563446532523)	(54, 0.11442000981208922)	(55, 0.11715181940047585)	(56, 0.12055638806659948)	(57, 0.12371631706809147)	(58, 0.1270597258180572)	(59, 0.13020946150018956)	(60, 0.13352229029207632)	(61, 0.13739575164874393)	(62, 0.14105515329885884)	(63, 0.1452955741524739)	(64, 0.1494442551318521)	(65, 0.1535317761950724)
SRR27961782_2 - polya	(1, 0.03339331422221865)	(2, 0.03895886659258842)	(3, 0.04162951626481714)	(4, 0.045584524176361954)	(5, 0.048632326664897786)	(6, 0.051568002640477444)	(7, 0.0556861036617767)	(8, 0.06573671655039318)	(9, 0.07962001751823865)	(10, 0.09062880242666238)	(11, 0.09398240449598776)	(12, 0.09739716648147104)	(13, 0.10344180486174444)	(14, 0.11043442194246544)	(15, 0.12270717845148597)	(16, 0.13556095416400663)	(17, 0.14184003888955202)	(18, 0.14891420252515022)	(19, 0.1551321273345377)	(20, 0.16260383042516233)	(21, 0.16983089385115532)	(22, 0.17778168295168356)	(23, 0.18516164616807132)	(24, 0.19200136345839755)	(25, 0.19840276801625875)	(26, 0.21252051532937621)	(27, 0.2203184046395097)	(28, 0.2282182271432397)	(29, 0.23522103754332033)	(30, 0.24124528928487443)	(31, 0.24718799447155132)	(32, 0.2531306996582282)	(33, 0.25938939774505426)	(34, 0.2657194490673979)	(35, 0.27137674131200457)	(36, 0.2770951934727691)	(37, 0.2822428197493932)	(38, 0.28814475165863146)	(39, 0.2944340297035365)	(40, 0.3031289311173193)	(41, 0.309397822523505)	(42, 0.3154016876263398)	(43, 0.3212832328968588)	(44, 0.3272870979996936)	(45, 0.3362979923136256)	(46, 0.34315809624267113)	(47, 0.3499876202136377)	(48, 0.3563074782166217)	(49, 0.3621686368484214)	(50, 0.36892680758387036)	(51, 0.37584807142907384)	(52, 0.3840435001942337)	(53, 0.394216432915166)	(54, 0.4071313685438446)	(55, 0.4312487621487803)	(56, 0.45728249979333047)	(57, 0.4856403142518812)	(58, 0.5581657814958023)	(59, 0.6865200588725353)	(60, 0.7546929787498852)	(61, 0.7779745201673295)	(62, 0.7869854144812615)	(63, 0.7935906854263157)	(64, 0.8011541283911772)	(65, 0.809176270727223)
SRR27961782_2 - polyg	(1, 0.5627221952495666)	(2, 0.5651278186184444)	(3, 0.5670441626580589)	(4, 0.5680431079553048)	(5, 0.5690216666138312)	(6, 0.5702550582563491)	(7, 0.5717330895634987)	(8, 0.575147851548982)	(9, 0.5802037379513691)	(10, 0.5846582185115369)	(11, 0.5883278134810114)	(12, 0.5920993416440825)	(13, 0.5984701662438647)	(14, 0.6015995152872778)	(15, 0.6039745586980766)	(16, 0.6063496021088755)	(17, 0.6085207791324813)	(18, 0.6105696363237713)	(19, 0.6126286868344208)	(20, 0.6149017970516232)	(21, 0.6172666471430623)	(22, 0.6193664709311506)	(23, 0.6213337815675634)	(24, 0.623127805774862)	(25, 0.6247179635949677)	(26, 0.6266343076345822)	(27, 0.6283569786063633)	(28, 0.6306402821429252)	(29, 0.6326891393342152)	(30, 0.6344933568608735)	(31, 0.6366543405651197)	(32, 0.6385706846047342)	(33, 0.6407724415864189)	(34, 0.6431270983584985)	(35, 0.645685621517771)	(36, 0.6482033713996049)	(37, 0.6506497680459213)	(38, 0.6547067091510627)	(39, 0.6578258648751161)	(40, 0.662066285728731)	(41, 0.6677337712926974)	(42, 0.671607232649365)	(43, 0.6748690948444536)	(44, 0.6780494104846648)	(45, 0.6810054730989638)	(46, 0.6840430822681399)	(47, 0.6867952784952459)	(48, 0.6895067014449132)	(49, 0.6920550312848261)	(50, 0.6942975615439495)	(51, 0.6963158387771605)	(52, 0.6984258558846084)	(53, 0.7009639924051616)	(54, 0.7037977351871447)	(55, 0.7059689122107505)	(56, 0.7084051155377072)	(57, 0.7109024787808219)	(58, 0.7132571355529015)	(59, 0.7159889451412881)	(60, 0.7189653943943063)	(61, 0.7215341108729385)	(62, 0.7245411400840358)	(63, 0.7278030022791243)	(64, 0.730911964683818)	(65, 0.7340617003659503)
SRR27961783_1 - polya	(1, 0.025706608715020278)	(2, 0.029545987326358873)	(3, 0.03162565074083395)	(4, 0.03487435571965891)	(5, 0.03701554763752082)	(6, 0.03968588468450952)	(7, 0.042946895364011854)	(8, 0.05115479771581584)	(9, 0.06232837393086534)	(10, 0.07160687224160028)	(11, 0.07414184658113794)	(12, 0.07681218362812665)	(13, 0.08156218408959043)	(14, 0.08755506031946829)	(15, 0.09707967264375059)	(16, 0.10688731608361231)	(17, 0.11236335288504076)	(18, 0.11761788707427659)	(19, 0.12271244715470665)	(20, 0.1285945720784882)	(21, 0.13475972811784923)	(22, 0.14199548011614122)	(23, 0.1481237190534701)	(24, 0.15348900454880227)	(25, 0.1583620620170397)	(26, 0.16956024963344393)	(27, 0.17538084605383866)	(28, 0.18157061349455442)	(29, 0.18696051039124129)	(30, 0.19227657308386398)	(31, 0.19729729896022982)	(32, 0.2020103823196615)	(33, 0.2069326625906084)	(34, 0.21199030556900636)	(35, 0.21597735258847336)	(36, 0.2203704877302935)	(37, 0.22414833783824525)	(38, 0.2284553330753238)	(39, 0.23310688793136863)	(40, 0.23973966059646962)	(41, 0.24421893564303132)	(42, 0.24899354750584982)	(43, 0.2537804650693457)	(44, 0.25835818572132635)	(45, 0.2653232123047162)	(46, 0.27043007808582364)	(47, 0.27580766928183315)	(48, 0.28096375786565003)	(49, 0.2852953645040833)	(50, 0.29056220439399655)	(51, 0.29523837065139613)	(52, 0.300997438568404)	(53, 0.3086269729883717)	(54, 0.3169948494489815)	(55, 0.32352917650866353)	(56, 0.32877140499722196)	(57, 0.3340013277851031)	(58, 0.3381237375120211)	(59, 0.34308293488500013)	(60, 0.34846052608100964)	(61, 0.35399809138582494)	(62, 0.35964640799673653)	(63, 0.3650363048934234)	(64, 0.3718413573680075)	(65, 0.378424907230399)
SRR27961783_1 - polyg	(1, 0.0030272023666323544)	(2, 0.004799223264173245)	(3, 0.005143782883139529)	(4, 0.005795985019039995)	(5, 0.0067927467739067465)	(6, 0.008060233943675577)	(7, 0.009130829902606531)	(8, 0.011210493317081604)	(9, 0.014385364091842366)	(10, 0.01631735909818903)	(11, 0.018113991397084656)	(12, 0.01955375837633663)	(13, 0.02128886217184542)	(14, 0.023122411572773144)	(15, 0.02464831845676669)	(16, 0.02638342225227548)	(17, 0.027933940537623755)	(18, 0.02941062461890783)	(19, 0.031047282808997684)	(20, 0.03232707567944388)	(21, 0.033446894441084306)	(22, 0.03470207591017577)	(23, 0.036166454290782475)	(24, 0.03772927827680812)	(25, 0.039169045256060096)	(26, 0.04062111793598944)	(27, 0.041913216507113)	(28, 0.04336528918704234)	(29, 0.045248061390679536)	(30, 0.04673705117264098)	(31, 0.04828756945798926)	(32, 0.05013342455959435)	(33, 0.05163472004223316)	(34, 0.05366516065399877)	(35, 0.05592940957863435)	(36, 0.05783679318362628)	(37, 0.060002596502842925)	(38, 0.06314055017557159)	(39, 0.06533096489614296)	(40, 0.06765674232416538)	(41, 0.07014249386099357)	(42, 0.07219754587411391)	(43, 0.07454793470349107)	(44, 0.07660298671661141)	(45, 0.07897798694734329)	(46, 0.08136529287875255)	(47, 0.08401101852438651)	(48, 0.08623835034699)	(49, 0.08851490497230294)	(50, 0.09066840259084222)	(51, 0.09290804011412307)	(52, 0.09539379165095126)	(53, 0.09824871420810047)	(54, 0.1015097248876028)	(55, 0.10432773034271992)	(56, 0.10705959589309545)	(57, 0.11011140966108254)	(58, 0.11336011463990751)	(59, 0.1166334310200872)	(60, 0.11919301676097961)	(61, 0.12265091865131982)	(62, 0.12596115213353162)	(63, 0.12948058252725866)	(64, 0.13287695591421203)	(65, 0.1363471635052296)
SRR27961783_2 - polya	(1, 0.033311531733633264)	(2, 0.038172283501193345)	(3, 0.04080570344614995)	(4, 0.044952724574422724)	(5, 0.047549227417347226)	(6, 0.05044106707652854)	(7, 0.05447733689870501)	(8, 0.06385428081485889)	(9, 0.07613537009087144)	(10, 0.08605376483682949)	(11, 0.08959780663191126)	(12, 0.09320337693037989)	(13, 0.09835946551419678)	(14, 0.10479534696845988)	(15, 0.11547669515641469)	(16, 0.1269086910856889)	(17, 0.13315998702979148)	(18, 0.1394358943752488)	(19, 0.14505959958480566)	(20, 0.15270143970545075)	(21, 0.15976491189425956)	(22, 0.1677267002325162)	(23, 0.17453175270710033)	(24, 0.18171828190268283)	(25, 0.1881664690576233)	(26, 0.20122281747631)	(27, 0.20892618610034192)	(28, 0.21670338892843805)	(29, 0.22316388178405588)	(30, 0.2296612917417058)	(31, 0.23523577414855318)	(32, 0.24122865037843105)	(33, 0.24757839192795258)	(34, 0.25375585366799097)	(35, 0.25918266766670994)	(36, 0.26449873035933263)	(37, 0.2694210106302795)	(38, 0.2748724360303532)	(39, 0.2808160894575216)	(40, 0.28879018349645563)	(41, 0.2949061167331072)	(42, 0.30060365614672824)	(43, 0.3066088380772835)	(44, 0.31292166252477294)	(45, 0.3211910933799637)	(46, 0.3275531406301626)	(47, 0.33380443657426523)	(48, 0.34022801232785094)	(49, 0.3457286605306341)	(50, 0.3520784020801556)	(51, 0.3575544388815841)	(52, 0.36506091629477816)	(53, 0.3754715390678309)	(54, 0.38854019318719496)	(55, 0.42227011874385867)	(56, 0.46461403477467955)	(57, 0.5107727180154843)	(58, 0.6400071865291956)	(59, 0.866505913196818)	(60, 0.9816749658362985)	(61, 1.0163893474471517)	(62, 1.026824581621559)	(63, 1.0331989345724353)	(64, 1.0393148678090869)	(65, 1.0468951794263452)
SRR27961783_2 - polyg	(1, 0.9080253472822553)	(2, 0.909858896683183)	(3, 0.9115201662746275)	(4, 0.9125784565328812)	(5, 0.9135752182877479)	(6, 0.9148057883554847)	(7, 0.9163070838381234)	(8, 0.9197157629257542)	(9, 0.9255609707475037)	(10, 0.9307293650319979)	(11, 0.935220945779237)	(12, 0.9400940032474744)	(13, 0.9499016466873361)	(14, 0.9539379165095127)	(15, 0.9562021654341482)	(16, 0.95857716566488)	(17, 0.9606076062766457)	(18, 0.9625888240857018)	(19, 0.9645700418947579)	(20, 0.9664528140983951)	(21, 0.968052555186453)	(22, 0.9697384361792523)	(23, 0.9714858456754384)	(24, 0.9733440064777208)	(25, 0.9749437475657786)	(26, 0.976801908368061)	(27, 0.978475483660183)	(28, 0.9807889553875281)	(29, 0.9827086446931973)	(30, 0.9843453028832871)	(31, 0.9860681009781186)	(32, 0.9879139560797238)	(33, 0.9898951738887799)	(34, 0.9920363658066418)	(35, 0.9945098116427926)	(36, 0.9971063144857171)	(37, 0.9995674546211906)	(38, 1.0035668073413349)	(39, 1.006557092605935)	(40, 1.011011756251142)	(41, 1.017669140317598)	(42, 1.0217915500445158)	(43, 1.0256678457578865)	(44, 1.0289534678387435)	(45, 1.0315991934843776)	(46, 1.03369116259953)	(47, 1.0364107224492283)	(48, 1.0391671994009586)	(49, 1.041492976828981)	(50, 1.0437572257536165)	(51, 1.0458615005694463)	(52, 1.0475842986642778)	(53, 1.0499839102963644)	(54, 1.0527403872480947)	(55, 1.0547339107578282)	(56, 1.0571335223899148)	(57, 1.0596315796274203)	(58, 1.0620311912595068)	(59, 1.064381580088884)	(60, 1.0666827461155517)	(61, 1.0692669432577988)	(62, 1.0716665548898856)	(63, 1.0746322287531311)	(64, 1.0772164258953782)	(65, 1.079923680044399)
SRR27961784_1 - polya	(1, 0.009769633778143924)	(2, 0.013440053603377484)	(3, 0.015422298138073352)	(4, 0.018765974358686714)	(5, 0.02098783087010406)	(6, 0.023122555753622688)	(7, 0.02586720203243235)	(8, 0.03480908534553844)	(9, 0.046397591856068135)	(10, 0.05527412644825019)	(11, 0.058018772727059846)	(12, 0.061101054063977055)	(13, 0.06583883633096993)	(14, 0.07163308958623477)	(15, 0.08050962417841682)	(16, 0.09098720243323784)	(17, 0.09662897533967993)	(18, 0.10139943196713481)	(19, 0.10588671080391887)	(20, 0.1119205760359052)	(21, 0.11771482929117005)	(22, 0.12431505010449805)	(23, 0.12958651359237058)	(24, 0.13480351981280642)	(25, 0.13967199952164736)	(26, 0.14786237254412699)	(27, 0.15314472748548685)	(28, 0.15924394143839724)	(29, 0.16465699382160517)	(30, 0.16950369062347145)	(31, 0.17389294637886946)	(32, 0.1785980542854003)	(33, 0.18319424765705775)	(34, 0.18854195131934168)	(35, 0.1932143848654105)	(36, 0.1979303842254287)	(37, 0.20181863312040904)	(38, 0.20566331620144004)	(39, 0.21032485829402153)	(40, 0.21711023381663433)	(41, 0.22205495369988665)	(42, 0.22640064364133528)	(43, 0.23156319259433442)	(44, 0.23607225433809315)	(45, 0.24234573154680095)	(46, 0.24793304718580633)	(47, 0.25306292177834344)	(48, 0.25808388183600717)	(49, 0.2628434470099747)	(50, 0.2674940976490689)	(51, 0.27242792607883387)	(52, 0.2781568306131747)	(53, 0.2856283677054899)	(54, 0.29433063904187445)	(55, 0.3011051231109999)	(56, 0.30609340880820163)	(57, 0.31131041502863743)	(58, 0.3154382759003393)	(59, 0.3199691205510727)	(60, 0.3241950045041606)	(61, 0.3294773594455205)	(62, 0.33442207932877277)	(63, 0.33920342740971504)	(64, 0.3442243874673787)	(65, 0.3508681740946561)
SRR27961784_2 - polya	(1, 0.01566191011479483)	(2, 0.020475932556199082)	(3, 0.02279581214900249)	(4, 0.02636820889284999)	(5, 0.029112855171659655)	(6, 0.03145451767143774)	(7, 0.034798193892051105)	(8, 0.044502478949270986)	(9, 0.056994976099249896)	(10, 0.06654678080764702)	(11, 0.06953103906317816)	(12, 0.07271134348148142)	(13, 0.0776669548182211)	(14, 0.08435430725944781)	(15, 0.09373184871204751)	(16, 0.10399159789712173)	(17, 0.10948089045474106)	(18, 0.11518801208210719)	(19, 0.12051393283741642)	(20, 0.12649334080196603)	(21, 0.13311534452226872)	(22, 0.1400423089402169)	(23, 0.14638113486984877)	(24, 0.15224073684603764)	(25, 0.15771913795016965)	(26, 0.16736896573995283)	(27, 0.17330480789055308)	(28, 0.1802099894015266)	(29, 0.18589532812191806)	(30, 0.19101431126096782)	(31, 0.19654716963253652)	(32, 0.20151367242276352)	(33, 0.2069049418989968)	(34, 0.21290613277052112)	(35, 0.21788352701423547)	(36, 0.22341638538580413)	(37, 0.2277620753272528)	(38, 0.23280481829189117)	(39, 0.23757527491934607)	(40, 0.24526464108140805)	(41, 0.25044897294138185)	(42, 0.25520853811534944)	(43, 0.2602186067195258)	(44, 0.26525045823067683)	(45, 0.27250416625324525)	(46, 0.27839644258989615)	(47, 0.28398375822890154)	(48, 0.2893423533446728)	(49, 0.29426529032095045)	(50, 0.29966745125067107)	(51, 0.3052220925292144)	(52, 0.31158270136582095)	(53, 0.32088400264400924)	(54, 0.33102394584072276)	(55, 0.3428193899675119)	(56, 0.35433165630363017)	(57, 0.3680222133372165)	(58, 0.3944230965905285)	(59, 0.44017809269084357)	(60, 0.46664432466507966)	(61, 0.4786684893151029)	(62, 0.4856934768144372)	(63, 0.49110652919764514)	(64, 0.4970641542552201)	(65, 0.504143599021991)
SRR27961784_2 - polyg	(1, 0.28826409944942616)	(2, 0.28988692601903976)	(3, 0.29083448247243837)	(4, 0.29135727223983066)	(5, 0.2917493645653749)	(6, 0.2922830457862546)	(7, 0.2929583159024696)	(8, 0.29424350741397576)	(9, 0.2962584263091336)	(10, 0.2982406708438295)	(11, 0.30004865212272797)	(12, 0.3015407812504935)	(13, 0.3043616677037146)	(14, 0.3058864711919422)	(15, 0.30711720543601156)	(16, 0.3080320875289481)	(17, 0.30907766706373274)	(18, 0.3099380918892326)	(19, 0.3107222765403211)	(20, 0.31159359281930826)	(21, 0.3124104518308588)	(22, 0.3131837450284599)	(23, 0.31422932456324454)	(24, 0.3151224237492064)	(25, 0.316069980202605)	(26, 0.31679970758625675)	(27, 0.317736372586168)	(28, 0.31908691281859813)	(29, 0.32017605816733213)	(30, 0.3211127231672434)	(31, 0.3222018685159774)	(32, 0.3232910138647114)	(33, 0.32453263956226813)	(34, 0.3257742652598249)	(35, 0.3272663943875905)	(36, 0.32848623717817255)	(37, 0.32974964578270394)	(38, 0.3322437886313048)	(39, 0.33377948357301973)	(40, 0.3354132015961207)	(41, 0.3382885453167785)	(42, 0.3401618753166009)	(43, 0.34177381043272725)	(44, 0.34326593956049284)	(45, 0.3447036114208217)	(46, 0.34621752345556195)	(47, 0.3478730243856376)	(48, 0.3493542620599158)	(49, 0.35060677921095995)	(50, 0.3516523587457446)	(51, 0.3526870468270419)	(52, 0.3537761921757759)	(53, 0.3552683213035414)	(54, 0.35731591455916134)	(55, 0.3583179282799966)	(56, 0.3595377710705787)	(57, 0.3607249395006987)	(58, 0.3622170686284643)	(59, 0.36351315159345776)	(60, 0.3648310174654259)	(61, 0.36654097566293825)	(62, 0.36798953897675446)	(63, 0.36991732624401363)	(64, 0.371594610081064)	(65, 0.3733372426390384)
SRR27961785_1 - polya	(1, 0.010796054723303057)	(2, 0.01411523012367131)	(3, 0.016106735363892264)	(4, 0.01909981633896118)	(5, 0.021580463217131137)	(6, 0.023839831735276547)	(7, 0.026797974021920534)	(8, 0.034985273342828895)	(9, 0.04585120544298181)	(10, 0.05403850476389017)	(11, 0.056717137543134725)	(12, 0.059314246716054446)	(13, 0.06400767719446991)	(14, 0.06924848045820925)	(15, 0.07692334568221865)	(16, 0.08520381483892682)	(17, 0.09068918892164067)	(18, 0.09567377513693054)	(19, 0.09955196955209766)	(20, 0.1047461878979371)	(21, 0.11023156198065096)	(22, 0.11646229474976329)	(23, 0.12174968293140255)	(24, 0.12640817472139307)	(25, 0.13091526552820892)	(26, 0.13885799403014276)	(27, 0.1442036133591569)	(28, 0.14993355826084526)	(29, 0.15484826709928526)	(30, 0.15907584839870167)	(31, 0.1634431844518178)	(32, 0.16753101099753448)	(33, 0.1720031631159254)	(34, 0.17654519261116616)	(35, 0.180563141780033)	(36, 0.18480236930892438)	(37, 0.18848257782301692)	(38, 0.1922792486318592)	(39, 0.19605262698175152)	(40, 0.201724340736065)	(41, 0.20598686072390635)	(42, 0.21031925808859753)	(43, 0.2144653157816891)	(44, 0.2185414960979308)	(45, 0.22448107313016874)	(46, 0.22911627246120933)	(47, 0.23392616523437454)	(48, 0.23844490227066537)	(49, 0.2428122383237815)	(50, 0.24720286683584755)	(51, 0.25176818879003826)	(52, 0.256333510744229)	(53, 0.26270399826704105)	(54, 0.26974996709940174)	(55, 0.2759224687211392)	(56, 0.2803946208395301)	(57, 0.2852278060716453)	(58, 0.289292340158412)	(59, 0.29379943096522787)	(60, 0.2980270122646443)	(61, 0.3027437352020097)	(62, 0.3073672883035753)	(63, 0.3115715771440417)	(64, 0.31578751221398316)	(65, 0.3210516079366725)
SRR27961785_1 - polyg	(1, 0.0034239914656430405)	(2, 0.005613482606938591)	(3, 0.006160855392262478)	(4, 0.006836336701811105)	(5, 0.008490101287257744)	(6, 0.010202097020079265)	(7, 0.011727753081301164)	(8, 0.013870659304696808)	(9, 0.017620745195639186)	(10, 0.0199266986316845)	(11, 0.0223374681330046)	(12, 0.023933001571076355)	(13, 0.02588956812287238)	(14, 0.02800918188731807)	(15, 0.029732823849614568)	(16, 0.03191066876143514)	(17, 0.03378571170690633)	(18, 0.0355209998986778)	(19, 0.03711653333674956)	(20, 0.03845584972637184)	(21, 0.03978351988651914)	(22, 0.04155374676671554)	(23, 0.043079402827937444)	(24, 0.044407072988084745)	(25, 0.04583955921350683)	(26, 0.04778447953582788)	(27, 0.04950812149812438)	(28, 0.05105707001829623)	(29, 0.052722480833217844)	(30, 0.05463246246711396)	(31, 0.05662396770733491)	(32, 0.058662057865455766)	(33, 0.06053710081092696)	(34, 0.06274988441117246)	(35, 0.06546345587884195)	(36, 0.0677461168559373)	(37, 0.069865730620383)	(38, 0.07351100044605059)	(39, 0.07556073683364642)	(40, 0.07797150633496652)	(41, 0.08118586567005999)	(42, 0.08345688041768037)	(43, 0.08596081975480029)	(44, 0.08853463646877005)	(45, 0.0913180853132894)	(46, 0.0936822698967096)	(47, 0.09645407251175396)	(48, 0.09921422889732334)	(49, 0.10196273905341777)	(50, 0.1044550321610627)	(51, 0.10715695739925721)	(52, 0.10975406657217693)	(53, 0.11285196361252063)	(54, 0.11649723343818821)	(55, 0.1194087908069323)	(56, 0.12244845669990112)	(57, 0.12568610849394454)	(58, 0.12968076520386143)	(59, 0.1329417094568548)	(60, 0.13606289895614845)	(61, 0.13966158386391614)	(62, 0.14286429696953462)	(63, 0.14674249138470175)	(64, 0.1503528225219444)	(65, 0.15420772447816158)
SRR27961785_2 - polya	(1, 0.02123107633288185)	(2, 0.02579639828707257)	(3, 0.02785778090414338)	(4, 0.03166609794246064)	(5, 0.03412345236168064)	(6, 0.03652257563352577)	(7, 0.0398999821812689)	(8, 0.04808728150217726)	(9, 0.05906967589707994)	(10, 0.06799068767491181)	(11, 0.07105364602683058)	(12, 0.07388367978924983)	(13, 0.07839077059606567)	(14, 0.08420223910407885)	(15, 0.09283209514503632)	(16, 0.10255669675664156)	(17, 0.10827499542885494)	(18, 0.1137487232820938)	(19, 0.11875660195633363)	(20, 0.12478934882437137)	(21, 0.13110160519980854)	(22, 0.13801946550794447)	(23, 0.14373776418015785)	(24, 0.14950264777027114)	(25, 0.1552325926719595)	(26, 0.1649222555951398)	(27, 0.1704891532841785)	(28, 0.17719738146176484)	(29, 0.18303214242872798)	(30, 0.18791191257874307)	(31, 0.1922792486318592)	(32, 0.19715901878187428)	(33, 0.20238817581613863)	(34, 0.20809482825887704)	(35, 0.21316093808049175)	(36, 0.21802906200103186)	(37, 0.2225361528078477)	(38, 0.22732275312206296)	(39, 0.2319230137646786)	(40, 0.23879428915491466)	(41, 0.24366241307545475)	(42, 0.2487984002739193)	(43, 0.2536781704239344)	(44, 0.2586860490981742)	(45, 0.2649750130146614)	(46, 0.27134550053747347)	(47, 0.2770870916686368)	(48, 0.28292185263559994)	(49, 0.2878598539329899)	(50, 0.293228765720954)	(51, 0.29877237095104275)	(52, 0.3049099338843553)	(53, 0.3131554643526385)	(54, 0.3228218348168689)	(55, 0.33634310723731636)	(56, 0.35043504490203775)	(57, 0.36627391698800554)	(58, 0.39964036443381273)	(59, 0.45782492689079446)	(60, 0.4904110769617782)	(61, 0.502860896270528)	(62, 0.5100116811681634)	(63, 0.515124375907678)	(64, 0.5203302404829925)	(65, 0.526968591283729)
SRR27961785_2 - polyg	(1, 0.30541072175177925)	(2, 0.30739058076252523)	(3, 0.30884635944689726)	(4, 0.3095684256743458)	(5, 0.31018567583651957)	(6, 0.31121054403031745)	(7, 0.3125382141904648)	(8, 0.31558952631290854)	(9, 0.31915327253225134)	(10, 0.3223094007199699)	(11, 0.3249298023518396)	(12, 0.3274803266068594)	(13, 0.33148662954625124)	(14, 0.3338624603591464)	(15, 0.33620335248361666)	(16, 0.33862576821441176)	(17, 0.3406172734546327)	(18, 0.34286499574330315)	(19, 0.3446235763940246)	(20, 0.3466267278637205)	(21, 0.3486415255628914)	(22, 0.3507494930978621)	(23, 0.35272935210860806)	(24, 0.35456945636565435)	(25, 0.35630474455742583)	(26, 0.35831954225659673)	(27, 0.3601014153662681)	(28, 0.36282663306341256)	(29, 0.3648647232215334)	(30, 0.3669377520680792)	(31, 0.3693135828809744)	(32, 0.3711187484495957)	(33, 0.3735877490982907)	(34, 0.37619650450068537)	(35, 0.37922452416417923)	(36, 0.38206620415607345)	(37, 0.3848380067711178)	(38, 0.38876278610418485)	(39, 0.3917791595382037)	(40, 0.39578546247759555)	(41, 0.4010844968887098)	(42, 0.4041008703227287)	(43, 0.40716382867464745)	(44, 0.40998221620759173)	(45, 0.41301023587108554)	(46, 0.4158286234040298)	(47, 0.418681949625399)	(48, 0.42161679945309305)	(49, 0.42417896993758786)	(50, 0.4266246781273329)	(51, 0.4287093532033536)	(52, 0.43095707549202406)	(53, 0.4335541846649438)	(54, 0.4367568977705623)	(55, 0.4386668794044584)	(56, 0.4408913092341789)	(57, 0.443302078735499)	(58, 0.4459923577442185)	(59, 0.4484613583929135)	(60, 0.45089542035318353)	(61, 0.45344594460820337)	(62, 0.4557984829621486)	(63, 0.45911765836251683)	(64, 0.461982630813361)	(65, 0.4649990042473799)
