"Gene_Symbol","log2FoldChange","lfcSE","pvalue","padj","cohort","baseMean","stat","GENENAME","GENEBIOTYPE"
"METTL15",0.0176776912878675,0.117308601876477,0.880217181561443,0.99973825377046,"GSE275240",713.06775763545,0.150693904838127,"METTL15","protein_coding"
"METTL16",0.0564608640059879,0.154389302716219,0.714585581841292,0.99973825377046,"GSE275240",660.399935953026,0.365704508101626,"METTL16","protein_coding"
"METTL17",-0.106645960165564,0.0931476131123974,0.252244989252221,0.99973825377046,"GSE275240",1184.2546053125,-1.1449135045133,"METTL17","protein_coding"
"METTL18",0.0524544644414343,0.255459505636373,0.837311358214637,0.99973825377046,"GSE275240",171.084191260476,0.205333774175933,"METTL18","protein_coding"
"METTL21A",-0.0711718531428938,0.180111073140916,0.692728246428529,0.99973825377046,"GSE275240",294.858223099033,-0.395155344431323,"METTL21A","protein_coding"
"METTL21B",-0.0492758523094871,0.176920830273137,0.780613810211116,0.99973825377046,"GSE275240",253.93982285195,-0.278519223730825,"METTL21B","protein_coding"
"METTL21C",0.941101885571467,1.1854976831243,0.427285437334138,0.99973825377046,"GSE275240",1.99760331759936,0.793845402625549,"METTL21C","protein_coding"
"METTL21EP",1.50307741236423,2.18277073663425,0.491068825764283,0.99973825377046,"GSE275240",0.774056804164482,0.688609842132079,"METTL21EP","transcribed_unprocessed_pseudogene"
"METTL22",-0.0205692638458309,0.17148427370803,0.904524025460017,0.99973825377046,"GSE275240",233.815801399187,-0.119948397605556,"METTL22","protein_coding"
"METTL23",-0.0825374969284884,0.138611475695274,0.551536474615961,0.99973825377046,"GSE275240",189.098026248325,-0.595459333467744,"METTL23","protein_coding"
"METTL24",0.213081928689098,0.357312944698654,0.550944511830385,0.99973825377046,"GSE275240",111.647318514202,0.596345393724271,"METTL24","protein_coding"
"METTL25",-0.235281346974988,0.194868245260637,0.227283216824892,0.99973825377046,"GSE275240",250.26841159536,-1.20738679952856,"METTL25","protein_coding"
"METTL26",0.116246936291588,0.139998850437237,0.40634540438376,0.99973825377046,"GSE275240",574.61815059895,0.830342077299432,"METTL26","protein_coding"
"METTL2A",0.0899624546315648,0.105834221444753,0.395307402047647,0.99973825377046,"GSE275240",704.640183735237,0.850031808270321,"METTL2A","protein_coding"
"METTL2B",0.172034535008791,0.117972336844013,0.144768435556096,0.99973825377046,"GSE275240",1093.17793572297,1.45826165363038,"METTL2B","protein_coding"
"METTL3",-0.16874482145271,0.116275607498966,0.146710627099197,0.99973825377046,"GSE275240",919.52821923123,-1.45124867616117,"METTL3","protein_coding"
"METTL4",-0.0235688655378735,0.210003797405583,0.910640516728304,0.99973825377046,"GSE275240",281.493921592332,-0.112230663583452,"METTL4","protein_coding"
"METTL5",-0.0268273631209883,0.112763142594602,0.811951698103433,0.99973825377046,"GSE275240",596.759527411995,-0.237908970109464,"METTL5","protein_coding"
"METTL6",0.157199462431107,0.129857045119276,0.226064915363047,0.99973825377046,"GSE275240",182.908528134988,1.21055782754579,"METTL6","protein_coding"
"METTL7A",-0.295502236550011,0.298293473378126,0.321860104674542,0.99973825377046,"GSE275240",3384.06230525865,-0.990642648675801,"METTL7A","protein_coding"
"METTL7B",0.678853244794426,0.548718195810755,0.2160269836549,0.99973825377046,"GSE275240",116.091819402719,1.23716189836094,"METTL7B","protein_coding"
"METTL8",0.192101662023561,0.25167463663381,0.44528826452544,0.99973825377046,"GSE275240",475.548069446668,0.763293689793109,"METTL8","protein_coding"
"METTL9",0.0954782534427763,0.11178005116311,0.39301532719542,0.99973825377046,"GSE275240",3056.11610776417,0.854161833433537,"METTL9","protein_coding"
"MEX3A",0.01279444654761,0.235748029858994,0.95671869578054,0.99973825377046,"GSE275240",1891.51744244142,0.0542717008293248,"MEX3A","protein_coding"
"MEX3B",-0.0297562326949337,0.297813205180442,0.920411204395938,0.99973825377046,"GSE275240",607.095744532922,-0.0999157598700324,"MEX3B","protein_coding"
"MEX3C",0.136868467252225,0.121544097488532,0.260131345489442,0.99973825377046,"GSE275240",2456.66937069878,1.12608074007986,"MEX3C","protein_coding"
"MEX3D",0.0987785195466505,0.166180079086558,0.55224026057915,0.99973825377046,"GSE275240",1829.66437526679,0.594406502208968,"MEX3D","protein_coding"
"MFAP1",-0.0233760423808064,0.0655080749603793,0.721209978871156,0.99973825377046,"GSE275240",1134.9949783991,-0.356842151062212,"MFAP1","protein_coding"
"MFAP2",0.0066793562021864,0.269339066485091,0.980215239264599,0.99973825377046,"GSE275240",1912.04009744347,0.0247990619754975,"MFAP2","protein_coding"
"MFAP3",-0.149108830134763,0.140630691342936,0.289014257616428,0.99973825377046,"GSE275240",2241.19743439498,-1.06028654706072,"MFAP3","protein_coding"
"MFAP3L",-0.0640091955579472,0.455435600219859,0.888229401956988,0.99973825377046,"GSE275240",58.2307201982506,-0.140544998078866,"MFAP3L","protein_coding"
"MFAP4",-0.0204214649220092,0.615953985668459,0.973551616870418,0.99973825377046,"GSE275240",1344.40020189473,-0.0331542053418924,"MFAP4","protein_coding"
"MFAP5",0.188182108093518,0.851788056402307,0.825150070832395,0.99973825377046,"GSE275240",57.0406967205933,0.220925976455155,"MFAP5","protein_coding"
"MFF",0.077860897319551,0.101236015464827,0.441832319164106,0.99973825377046,"GSE275240",1077.55585693317,0.769102744335121,"MFF","protein_coding"
"MFGE8",0.0226119266916297,0.203492477100561,0.911521802468989,0.99973825377046,"GSE275240",2412.32693960074,0.111119226685001,"MFGE8","protein_coding"
"MFHAS1",0.058339485062688,0.150643313956215,0.698557075264571,0.99973825377046,"GSE275240",972.225321901544,0.387268996748469,"MFHAS1","protein_coding"
"MFN1",-0.124265249737878,0.134806597880214,0.356630864813898,0.99973825377046,"GSE275240",1826.20344642648,-0.921803915326882,"MFN1","protein_coding"
"MFN2",0.0405361738636035,0.0956242261496772,0.671630626030836,0.99973825377046,"GSE275240",3357.76876186067,0.423911131057454,"MFN2","protein_coding"
"MFNG",0.410071824120382,0.552766643110933,0.458176150894847,0.99973825377046,"GSE275240",23.527087875213,0.741853419035067,"MFNG","protein_coding"
"MFRP",-0.672358574270235,3.18832923131749,0.832980003847017,0.99973825377046,"GSE275240",1.03848392689583,-0.210881162354868,"MFRP","protein_coding"
"MFSD1",0.0663513264801655,0.196092742491472,0.735086587408213,0.99973825377046,"GSE275240",1558.92435566287,0.338367068750906,"MFSD1","protein_coding"
"MFSD10",-0.243302743304773,0.139499905269901,0.0811404561469719,0.99973825377046,"GSE275240",1764.25363302743,-1.74410687114114,"MFSD10","protein_coding"
"MFSD11",0.0300254731250182,0.114505413447752,0.793152753211794,0.99973825377046,"GSE275240",667.369433873717,0.262218808883814,"MFSD11","protein_coding"
"MFSD12",-0.0888041034540533,0.205269038728161,0.66528869121683,0.99973825377046,"GSE275240",229.7221759541,-0.432622981060758,"MFSD12","protein_coding"
"MFSD13A",0.666455089047962,0.654222063281386,0.308346085362553,0.99973825377046,"GSE275240",54.568707149158,1.01869858332998,"MFSD13A","protein_coding"
"MFSD14A",-0.027825681135999,0.102770424507845,0.78657891204841,0.99973825377046,"GSE275240",2430.97934683268,-0.27075572830659,"MFSD14A","protein_coding"
"MFSD14B",-0.151127195614171,0.14372774623651,0.29303708840691,0.99973825377046,"GSE275240",1696.47937825733,-1.05148240038138,"MFSD14B","protein_coding"
"MFSD2A",-0.376006689490517,0.445898074551959,0.399084704844492,0.99973825377046,"GSE275240",216.00187125737,-0.843257037762118,"MFSD2A","protein_coding"
"MFSD2B",-1.3287903169963,1.25411251936914,0.289351041362924,0.99973825377046,"GSE275240",4.66043072445504,-1.05954632975415,"MFSD2B","protein_coding"
"MFSD3",-0.0554511779495258,0.12053232066731,0.645478641712144,0.99973825377046,"GSE275240",575.257226526425,-0.460052354775287,"MFSD3","protein_coding"
"MFSD4A",0.559346081407967,3.02373155151816,0.85324051536504,0.99973825377046,"GSE275240",0.814025788940193,0.184985363904785,"MFSD4A","protein_coding"
"MFSD4B",-0.178510368238861,0.58863281844545,0.761689681989052,0.99973825377046,"GSE275240",91.5971615874945,-0.303262683705435,"MFSD4B","protein_coding"
"MFSD5",-0.172585800762141,0.248735703465443,0.487774938825502,0.99973825377046,"GSE275240",570.982992096546,-0.693852142485519,"MFSD5","protein_coding"
"MFSD6",-0.143297348872252,0.222366399567296,0.519303137302303,0.99973825377046,"GSE275240",1312.55474594933,-0.644419971502416,"MFSD6","protein_coding"
"MFSD6L",-1.21610303036594,3.25392152379705,0.708601787172616,0.99973825377046,"GSE275240",0.570959927395653,-0.3737345911609,"MFSD6L","protein_coding"
"MFSD7",0.252714724943018,0.737248636120061,0.731763322581828,0.99973825377046,"GSE275240",16.3459869218309,0.34278086463881,"MFSD7","protein_coding"
"MFSD8",0.699559591861915,0.318235825777975,0.0279318128312872,0.99973825377046,"GSE275240",85.5227760781611,2.19824273446189,"MFSD8","protein_coding"
"MFSD9",-0.285985186114637,0.236534779411983,0.226639071239516,0.99973825377046,"GSE275240",119.526292417678,-1.20906188436891,"MFSD9","protein_coding"
"MGA",-0.0694465476077848,0.167770793330628,0.678920207721036,0.99973825377046,"GSE275240",2151.14520774053,-0.413937052028631,"MGA","protein_coding"
"MGAM",0.326472252617472,0.379015785219813,0.389035127720669,0.99973825377046,"GSE275240",41.8894736190838,0.861368484766753,"MGAM","protein_coding"
"MGAM2",0.470332483066704,0.611199912362142,0.441582805838331,0.99973825377046,"GSE275240",38.6691858408566,0.769523152005996,"MGAM2","protein_coding"
"MGARP",-0.135480552523235,1.51304598483413,0.928651497384122,0.99973825377046,"GSE275240",1.72861633897499,-0.0895415961452668,"MGARP","protein_coding"
"MGAT1",0.168439440878386,0.124496943346635,0.176068264719214,0.99973825377046,"GSE275240",944.70320676697,1.35296045308842,"MGAT1","protein_coding"
"MGAT2",0.0322570242463558,0.100161612398574,0.747414990252302,0.99973825377046,"GSE275240",1956.67513852006,0.32204977010549,"MGAT2","protein_coding"
"MGAT3",1.32079946319738,0.62193343876901,0.0336953155241042,0.99973825377046,"GSE275240",114.058073794308,2.12369906627249,"MGAT3","protein_coding"
"MGAT4A",-0.132918958933855,0.169926870211625,0.43408957171758,0.99973825377046,"GSE275240",1365.83862704489,-0.782212717555024,"MGAT4A","protein_coding"
"MGAT4B",0.144161878609119,0.140867091683538,0.306123802178861,0.99973825377046,"GSE275240",3851.63988226944,1.02338933022755,"MGAT4B","protein_coding"
"MGAT4C",0.91188918223913,0.82378671503347,0.268316345340661,0.99973825377046,"GSE275240",164.423700178408,1.10694815247425,"MGAT4C","protein_coding"
"MGAT4D",0.738236466864099,1.690091272432,0.662254425365929,0.99973825377046,"GSE275240",1.32051801189632,0.436802721193745,"MGAT4D","protein_coding"
"MGAT5",-0.0759962564880788,0.172437866408575,0.659418067065323,0.99973825377046,"GSE275240",3328.76757270383,-0.440716752479487,"MGAT5","protein_coding"
"MGAT5B",1.12765020240876,0.700207802528197,0.107299482223624,0.99973825377046,"GSE275240",36.1151935457614,1.61045078094992,"MGAT5B","protein_coding"
"MGEA5",0.0387067853034009,0.164200096302893,0.813642677846714,0.99973825377046,"GSE275240",455.905101466787,0.235729370292209,"MGEA5","protein_coding"
"MGLL",-0.233233955399204,0.353454198628439,0.509337015380415,0.99973825377046,"GSE275240",1220.34532296229,-0.65987037727733,"MGLL","protein_coding"
"MGME1",0.053985756152498,0.164938850053449,0.743435166852005,0.99973825377046,"GSE275240",488.114749257187,0.327307703036633,"MGME1","protein_coding"
"MGMT",0.298765624744448,0.213451701381694,0.161606993741125,0.99973825377046,"GSE275240",144.300953925055,1.39968724920208,"MGMT","protein_coding"
"MGP",0.0622103758438994,0.535040035350824,0.907436678332285,0.99973825377046,"GSE275240",4067.95801891695,0.116272375399176,"MGP","protein_coding"
"MGRN1",-0.0872301939513956,0.139327628315834,0.531262693720939,0.99973825377046,"GSE275240",1216.42764701031,-0.626079658469878,"MGRN1","protein_coding"
"MGST1",-0.0290232072654118,0.156754425158802,0.853110757488821,0.99973825377046,"GSE275240",2926.68254739621,-0.185150800278904,"MGST1","protein_coding"
"MGST2",0.245080364534879,0.211711076261402,0.247020323191196,0.99973825377046,"GSE275240",592.38879879575,1.15761711131389,"MGST2","protein_coding"
"MGST3",-0.00801523420875163,0.380699884443387,0.983202623768566,0.99973825377046,"GSE275240",477.474167282998,-0.0210539444225746,"MGST3","protein_coding"
"MIA",0.246710195800477,0.917563449744406,0.788025604759525,0.99973825377046,"GSE275240",11.6519627621636,0.268875352292204,"MIA","protein_coding"
"MIA-RAB4B",-2.8204494315985,2.40446597161416,0.240793996660418,0.99973825377046,"GSE275240",1.69202211037599,-1.17300451114519,"MIA-RAB4B","protein_coding"
"MIA2",-1.62195977289058,2.12889359246985,0.446132098008677,0.99973825377046,"GSE275240",3.92119243015323,-0.761879212107006,"MIA2","protein_coding"
"MIA3",-0.0711977262263808,0.134292697979829,0.595995274298053,0.99973825377046,"GSE275240",1042.86966808441,-0.530168261546691,"MIA3","protein_coding"
"MIB1",-0.0696901747808726,0.105484824172968,0.508826910125752,0.99973825377046,"GSE275240",6033.68590819932,-0.660665411610289,"MIB1","protein_coding"
"MIB2",-0.030761036151364,0.175259222160088,0.860673130474628,0.99973825377046,"GSE275240",438.382401344827,-0.175517360925325,"MIB2","protein_coding"
"MICA",0.351887073496231,0.276054328618515,0.202414650568122,0.99973825377046,"GSE275240",182.961157746546,1.27470224885519,"MICA","protein_coding"
"MICAL1",-0.270994671976897,0.341313146265645,0.427209018942356,0.99973825377046,"GSE275240",266.917618599961,-0.793976660266056,"MICAL1","protein_coding"
"MICAL2",-0.507873344972297,1.25298164092359,0.68523361049737,0.99973825377046,"GSE275240",63.311327025379,-0.405331832793605,"MICAL2","protein_coding"
"MICAL3",-0.000348673036369227,0.293398217118674,0.999051798031575,0.99973825377046,"GSE275240",246.531822225094,-0.00118839521178207,"MICAL3","protein_coding"
"MICALCL",0.460374819202349,1.86099815099425,0.804613694960979,0.99973825377046,"GSE275240",1.29827120712474,0.247380589258722,"MICALCL","protein_coding"
"MICALL1",-0.230223752539578,0.221649099259781,0.298950928189444,0.99973825377046,"GSE275240",541.280772713682,-1.03868571227419,"MICALL1","protein_coding"
"MICALL2",1.18836250471151,1.27877952044139,0.352736594302758,0.99973825377046,"GSE275240",41.3647802553846,0.929294288589578,"MICALL2","protein_coding"
"MICB",0.343015829789212,0.573956560002744,0.550084317943635,0.99973825377046,"GSE275240",33.291747448027,0.597633782228348,"MICB","protein_coding"
"MICU1",0.0481268752746271,0.121726043976977,0.692569547199112,0.99973825377046,"GSE275240",1211.92270289535,0.395370404740417,"MICU1","protein_coding"
"MICU2",-0.066456037836209,0.103546200662248,0.521002508745149,0.99973825377046,"GSE275240",1347.22657290086,-0.641800832972892,"MICU2","protein_coding"
"MICU3",-0.0776860783884788,0.268596876964599,0.77240593509505,0.99973825377046,"GSE275240",199.172316270188,-0.289229269030994,"MICU3","protein_coding"
"MID1",0.101412212927321,0.101825539258854,0.319278891360538,0.99973825377046,"GSE275240",2252.34249554783,0.995940838275527,"MID1","protein_coding"
"MID1IP1",-0.037711888962736,0.194302147821652,0.846106277620007,0.99973825377046,"GSE275240",1883.66597952338,-0.1940888939496,"MID1IP1","protein_coding"
"MID2",-0.0789309176926965,0.134713108768186,0.557930209372122,0.99973825377046,"GSE275240",897.364027098667,-0.585918611888918,"MID2","protein_coding"
"MIDN",-0.102254411931448,1.76332028808231,0.953756834095059,0.99973825377046,"GSE275240",183.141909608005,-0.0579896985377822,"MIDN","protein_coding"
"MIEF1",0.439729591549263,0.159227104127566,0.00575100266420455,0.759216288407252,"GSE275240",1698.71926925624,2.7616503732742,"MIEF1","protein_coding"
"MIEF2",0.172557697653163,0.318102914382181,0.58750254202332,0.99973825377046,"GSE275240",441.409775636227,0.542458713364208,"MIEF2","protein_coding"
"MIEN1",0.0567480626205486,0.141186142317784,0.687729723760045,0.99973825377046,"GSE275240",368.096247419848,0.401937907566163,"MIEN1","protein_coding"
"MIER1",-0.0518206388732591,0.0774412831578911,0.503393173498234,0.99973825377046,"GSE275240",1698.13046474506,-0.669160385263821,"MIER1","protein_coding"
"MIER2",0.0967371694690441,0.138251494353369,0.484102934506911,0.99973825377046,"GSE275240",552.474663639802,0.699718798133097,"MIER2","protein_coding"
"MIER3",-0.143641843888675,0.133728673494361,0.28276487673106,0.99973825377046,"GSE275240",1764.44911087207,-1.07412898173055,"MIER3","protein_coding"
"MIF",-0.0492252731742854,0.208476330038202,0.81334014250971,0.99973825377046,"GSE275240",6249.50969750127,-0.236119242722976,"MIF","protein_coding"
"MIF4GD",-0.120517448034111,0.258575083540276,0.641156098460039,0.99973825377046,"GSE275240",99.7736149670299,-0.466082989838187,"MIF4GD","protein_coding"
"MIGA1",0.193228002792528,0.573168168787791,0.736024403051261,0.99973825377046,"GSE275240",381.94747007536,0.33712270379772,"MIGA1","protein_coding"
"MIGA2",-0.52153425072174,0.266925083697062,0.0507177732254782,0.99973825377046,"GSE275240",260.959137894818,-1.95386002506096,"MIGA2","protein_coding"
"MIIP",0.0954408509895508,0.181166259179409,0.59832303075611,0.99973825377046,"GSE275240",397.509720560584,0.526813609895405,"MIIP","protein_coding"
"MILR1",0.798929284145966,1.51911035862971,0.598944357433048,0.99973825377046,"GSE275240",5.92553845430137,0.5259191865867,"MILR1","protein_coding"
