"Gene_Symbol","log2FoldChange","lfcSE","pvalue","padj","cohort","baseMean","stat","GENENAME","GENEBIOTYPE"
"MAT2A",-0.422670211400813,0.280209346165337,0.131449961543654,0.99973825377046,"GSE275240",600.947700816783,-1.50840868509581,"MAT2A","protein_coding"
"MAT2B",0.0983898915156519,0.14445252059703,0.495793851715387,0.99973825377046,"GSE275240",1906.15771128071,0.681122704602183,"MAT2B","protein_coding"
"MATK",0.264770956032092,1.47426471301048,0.857470325302346,0.99973825377046,"GSE275240",3.69323598956637,0.179595261078605,"MATK","protein_coding"
"MATN1",0.898029629362321,0.871483374253781,0.302793650839517,0.99973825377046,"GSE275240",11.5833699354005,1.03046100005209,"MATN1","protein_coding"
"MATN2",-0.200607716763681,0.44648698949515,0.653213460778923,0.99973825377046,"GSE275240",887.77284713498,-0.449302491413044,"MATN2","protein_coding"
"MATN3",0.710727354073346,0.550307850815202,0.196527354730524,0.99973825377046,"GSE275240",164.267326551228,1.29150865832735,"MATN3","protein_coding"
"MATN4",-0.834528396863,1.79870311998057,0.642675568697509,0.99973825377046,"GSE275240",82.9398273679008,-0.46396116601611,"MATN4","protein_coding"
"MATR3",0.222704480456406,0.159548507564837,0.162762131398441,0.99973825377046,"GSE275240",3602.31256008705,1.39584182801524,"MATR3","protein_coding"
"MAU2",0.0178828443521656,0.106576127563019,0.866745271988994,0.99973825377046,"GSE275240",1456.90240975217,0.167794090112641,"MAU2","protein_coding"
"MAVS",-0.00670723500399398,0.0792803465778627,0.932578218922961,0.99973825377046,"GSE275240",2698.95213065982,-0.084601484396977,"MAVS","protein_coding"
"MAX",0.0731674005642683,0.0712785762022863,0.304656346365719,0.99973825377046,"GSE275240",1370.23868935057,1.02649918759069,"MAX","protein_coding"
"MAZ",0.071098967773009,0.137685153797714,0.605583411909496,0.99973825377046,"GSE275240",5426.48211118999,0.516388047744545,"MAZ","protein_coding"
"MB",-0.813061113525132,0.817339881609791,0.3198505688929,0.99973825377046,"GSE275240",254.957570898351,-0.994765007580162,"MB","protein_coding"
"MB21D1",0.782725133771535,0.938404997001642,0.404223719002666,0.99973825377046,"GSE275240",8.19968914044908,0.834101625921079,"MB21D1","protein_coding"
"MB21D2",0.279407263317195,0.295288437426343,0.344037357661181,0.99973825377046,"GSE275240",30.4824997424303,0.946218096964566,"MB21D2","protein_coding"
"MBD1",0.114456555199243,0.191595095099676,0.550248556878256,0.99973825377046,"GSE275240",334.208690971477,0.597387710471909,"MBD1","protein_coding"
"MBD2",-0.0681102920038659,0.26990849817294,0.800773743875284,0.99973825377046,"GSE275240",351.049533861927,-0.252345859670654,"MBD2","protein_coding"
"MBD3",-0.0107047191749957,0.134670779400239,0.936644427228803,0.99973825377046,"GSE275240",1485.09158474445,-0.0794880613498305,"MBD3","protein_coding"
"MBD3L1",0.634428665255763,3.72494504861009,0.864759322605162,0.99973825377046,"GSE275240",0.0593270905570415,0.170318932756469,"MBD3L1","protein_coding"
"MBD3L2",-0.327348010625971,3.72494504861009,0.929972086974421,0.99973825377046,"GSE275240",0.0619791428226729,-0.087879956980336,"MBD3L2","protein_coding"
"MBD3L4",0.634428665255763,3.72494504861009,0.864759322605162,0.99973825377046,"GSE275240",0.0593270905570415,0.170318932756468,"MBD3L4","protein_coding"
"MBD4",0.00683544825031765,0.11067122437045,0.950751126969733,0.99973825377046,"GSE275240",803.310283596046,0.061763554972857,"MBD4","protein_coding"
"MBD5",-0.0725967364464714,0.347038111147182,0.834300292028541,0.99973825377046,"GSE275240",234.41100913522,-0.209189521596037,"MBD5","protein_coding"
"MBD6",0.0207517198976747,0.348580083397939,0.952528263255475,0.99973825377046,"GSE275240",108.971788546987,0.0595321445086252,"MBD6","protein_coding"
"MBIP",-0.110998357629213,0.188502311380746,0.555966273302921,0.99973825377046,"GSE275240",1133.3972048426,-0.588843483223997,"MBIP","protein_coding"
"MBLAC1",0.560887662307326,0.313034942924808,0.0731692825002669,0.99973825377046,"GSE275240",42.3706983082151,1.79177333069188,"MBLAC1","protein_coding"
"MBLAC2",0.052328688518922,0.18829009637166,0.781077419877538,0.99973825377046,"GSE275240",294.608801410629,0.277915246352798,"MBLAC2","protein_coding"
"MBNL1",0.08226328486663,0.229351808066891,0.719836519761587,0.99973825377046,"GSE275240",2508.97562460752,0.358677289531712,"MBNL1","protein_coding"
"MBNL2",-0.201684218476635,0.221197320179655,0.361882336815838,0.99973825377046,"GSE275240",1072.32847383366,-0.911784185779595,"MBNL2","protein_coding"
"MBNL3",0.107415885521508,0.19186475139879,0.575580317762593,0.99973825377046,"GSE275240",1218.98877659582,0.559852107999998,"MBNL3","protein_coding"
"MBOAT1",0.341512769937067,0.387975750183332,0.378727918728372,0.99973825377046,"GSE275240",65.3345730968767,0.880242566128657,"MBOAT1","protein_coding"
"MBOAT2",-0.113700373399125,0.205553777339542,0.580166359167029,0.99973825377046,"GSE275240",434.823888115844,-0.553141736779229,"MBOAT2","protein_coding"
"MBOAT4",-1.72607530285729,1.04419281725484,0.0983260736745401,0.99973825377046,"GSE275240",3.85424672157058,-1.65302353582081,"MBOAT4","protein_coding"
"MBOAT7",0.0161202114157873,0.113534448663866,0.887091695826276,0.99973825377046,"GSE275240",620.68229020062,0.141985200135276,"MBOAT7","protein_coding"
"MBP",-0.0184485345186809,0.226744748490391,0.935153618539528,0.99973825377046,"GSE275240",1961.17767862701,-0.0813625657992369,"MBP","protein_coding"
"MBTD1",-0.121893606598747,0.148480338044664,0.411679839656391,0.99973825377046,"GSE275240",254.288456513198,-0.820941063335137,"MBTD1","protein_coding"
"MBTPS1",-0.254337787791776,0.117461485529356,0.0303657392479442,0.99973825377046,"GSE275240",1005.81424868182,-2.16528666094736,"MBTPS1","protein_coding"
"MBTPS2",0.0294727223974446,0.141188947841932,0.834646006914823,0.99973825377046,"GSE275240",371.381792223478,0.208746667837207,"MBTPS2","protein_coding"
"MC1R",0.331266147487866,0.260555849174381,0.203592604475711,0.99973825377046,"GSE275240",88.1179411048512,1.27138250220651,"MC1R","protein_coding"
"MC2R",-0.806953114785262,3.72491435909555,0.82849149071074,0.99973825377046,"GSE275240",0.0918444168843468,-0.216636689328127,"MC2R","protein_coding"
"MC3R",0.634428665255763,3.72494504861009,0.864759322605162,0.99973825377046,"GSE275240",0.0593270905570415,0.170318932756468,"MC3R","protein_coding"
"MC4R",1.20180317023341,0.877790878515843,0.17096101176775,0.99973825377046,"GSE275240",6.21025206126984,1.36912241816115,"MC4R","protein_coding"
"MC5R",-1.14736738429775,2.7696601692225,0.678681599429809,0.99973825377046,"GSE275240",0.430800503335832,-0.414262874935967,"MC5R","protein_coding"
"MCAM",-0.29535197837725,0.584675823462582,0.61344989845206,0.99973825377046,"GSE275240",254.118265242974,-0.505155107368915,"MCAM","protein_coding"
"MCAT",-0.159784501816183,0.165680819376431,0.334839615706686,0.99973825377046,"GSE275240",454.731262870708,-0.964411586190603,"MCAT","protein_coding"
"MCC",0.157559539010115,0.237130239055284,0.506406788003749,0.99973825377046,"GSE275240",1533.41262415196,0.66444304884027,"MCC","protein_coding"
"MCCC1",-0.0862529384086765,0.154993963095379,0.577874394751423,0.99973825377046,"GSE275240",654.83010369101,-0.556492244511476,"MCCC1","protein_coding"
"MCCC2",0.29184538506387,0.21909761626673,0.182849149909508,0.99973825377046,"GSE275240",823.014029156193,1.33203359322986,"MCCC2","protein_coding"
"MCCD1",1.57210741633506,3.67673077521442,0.668954776426953,0.99973825377046,"GSE275240",0.788171373487745,0.427582956830278,"MCCD1","protein_coding"
"MCEE",-0.137095409830488,0.127563637081706,0.282499342117552,0.99973825377046,"GSE275240",159.440669999468,-1.07472170727366,"MCEE","protein_coding"
"MCF2",-0.181690713186491,0.653405353091585,0.780960637274578,0.99973825377046,"GSE275240",11.3230345635499,-0.278067377818106,"MCF2","protein_coding"
"MCF2L",-0.399090517096162,0.167947247401931,0.0174879517257483,0.99973825377046,"GSE275240",1374.27262994801,-2.3762849541741,"MCF2L","protein_coding"
"MCF2L2",0.569181470485268,0.52286958151948,0.276342429883541,0.99973825377046,"GSE275240",42.4056170750119,1.08857254390513,"MCF2L2","protein_coding"
"MCFD2",0.286982658586466,0.0938818708763824,0.00223677277501239,0.480674756340594,"GSE275240",3561.2631864166,3.05684852578562,"MCFD2","protein_coding"
"MCHR1",-0.075592805655107,0.802409629601088,0.924944524656913,0.99973825377046,"GSE275240",49.6772158665425,-0.0942072513420451,"MCHR1","protein_coding"
"MCHR2",0.996295190321054,1.17312160001404,0.395731919373937,0.99973825377046,"GSE275240",2.01645851139125,0.849268473369791,"MCHR2","protein_coding"
"MCIDAS",-0.429000023193152,0.562016282471115,0.445270716019585,0.99973825377046,"GSE275240",63.2878698968191,-0.7633231217197,"MCIDAS","protein_coding"
"MCL1",-0.258349307712125,0.153348577836313,0.0920427423144613,0.99973825377046,"GSE275240",926.273481729725,-1.68471929350328,"MCL1","protein_coding"
"MCM10",-0.274149928449985,0.266326764069082,0.303303817298766,0.99973825377046,"GSE275240",544.222053590196,-1.02937430794178,"MCM10","protein_coding"
"MCM2",0.00784182430123306,0.18970626225764,0.967027503217633,0.99973825377046,"GSE275240",3020.77912057288,0.0413366654738212,"MCM2","protein_coding"
"MCM3",0.0970582467768434,0.230773497321844,0.674063290370257,0.99973825377046,"GSE275240",1867.19756467569,0.420577960221676,"MCM3","protein_coding"
"MCM3AP",-0.0133138913673302,0.0685918178772448,0.846095075774402,0.99973825377046,"GSE275240",3216.67919851408,-0.194103200343186,"MCM3AP","protein_coding"
"MCM4",-2.17467913533005,0.858619914608454,0.0113168046396458,0.918314464745233,"GSE275240",91.3088726895096,-2.53276111854654,"MCM4","protein_coding"
"MCM5",0.496985554804394,0.455583096468221,0.275326590322759,0.99973825377046,"GSE275240",231.220781993853,1.0908779510415,"MCM5","protein_coding"
"MCM6",-0.30235056783242,0.383413056054227,0.43035950632815,0.99973825377046,"GSE275240",118.335678480544,-0.788576609633392,"MCM6","protein_coding"
"MCM7",0.063499690476051,0.361355603622014,0.860508956599553,0.99973825377046,"GSE275240",995.893256924824,0.175726320111181,"MCM7","protein_coding"
"MCM8",-0.0257160060514598,0.223035122948007,0.908207138021901,0.99973825377046,"GSE275240",800.205740165363,-0.115300252765367,"MCM8","protein_coding"
"MCM9",-0.377724408184691,0.194339414886509,0.0519397803974665,0.99973825377046,"GSE275240",444.280891486861,-1.94363252768501,"MCM9","protein_coding"
"MCMBP",-0.172342315006088,0.259287765762153,0.506257846215139,0.99973825377046,"GSE275240",258.235119462598,-0.664675845771215,"MCMBP","protein_coding"
"MCMDC2",-0.302008398288219,0.770249318911623,0.694990427917676,0.99973825377046,"GSE275240",26.806294239552,-0.392091743378576,"MCMDC2","protein_coding"
"MCOLN1",0.132628390088518,0.226809711846734,0.558711644821698,0.99973825377046,"GSE275240",186.136248663909,0.584756221453786,"MCOLN1","protein_coding"
"MCOLN2",1.56160675965331,1.51272577635959,0.301925427805738,0.99973825377046,"GSE275240",11.5757862022059,1.0323131819776,"MCOLN2","protein_coding"
"MCOLN3",0.354827518660864,0.44278484088476,0.422926586726749,0.99973825377046,"GSE275240",304.768257134815,0.801354260348789,"MCOLN3","protein_coding"
"MCPH1",-0.0359144568497712,0.1649118750241,0.827600770603415,0.99973825377046,"GSE275240",518.882826214033,-0.217779688967351,"MCPH1","protein_coding"
"MCRIP1",-0.0665444603418444,0.153289361926707,0.664208490997281,0.99973825377046,"GSE275240",2310.09744114243,-0.434110100697411,"MCRIP1","protein_coding"
"MCRIP2",0.305247051463648,0.276855665335329,0.270222888564049,0.99973825377046,"GSE275240",240.276879356085,1.10254941358679,"MCRIP2","protein_coding"
"MCRS1",0.00147726690974539,0.0607219889256496,0.980590685202847,0.99973825377046,"GSE275240",1989.03773470586,0.024328368287709,"MCRS1","protein_coding"
"MCTP1",-0.42467777095691,0.384107188572279,0.268889697975439,0.99973825377046,"GSE275240",84.7057384269245,-1.10562307499485,"MCTP1","protein_coding"
"MCTP2",-0.880296183816667,0.36093131116967,0.0147296942148127,0.99973825377046,"GSE275240",242.502446426067,-2.43895765364299,"MCTP2","protein_coding"
"MCTS1",-0.228216193822733,0.298964494881877,0.445251406547397,0.99973825377046,"GSE275240",483.665781463212,-0.763355507860231,"MCTS1","protein_coding"
"MCTS2P",-1.7215970638398,3.70021728222765,0.641738702167093,0.99973825377046,"GSE275240",0.29395839223293,-0.465269180842089,"MCTS2P","processed_pseudogene"
"MCU",0.00643090665935037,0.15829141285223,0.967593251835568,0.99973825377046,"GSE275240",1593.27514875326,0.0406270090301981,"MCU","protein_coding"
"MCUB",-0.25359586647792,0.249809429346565,0.310030850000988,0.99973825377046,"GSE275240",97.5283381390174,-1.01515730267372,"MCUB","protein_coding"
"MCUR1",-0.132573467114274,0.15185731895716,0.382655799859781,0.99973825377046,"GSE275240",704.712818145413,-0.873013352432972,"MCUR1","protein_coding"
"MDC1",0.0124744722320207,0.183880836132877,0.945913017675458,0.99973825377046,"GSE275240",285.870724167057,0.0678399799259468,"MDC1","protein_coding"
"MDFI",0.176092521798379,0.29961132311624,0.556709146585838,0.99973825377046,"GSE275240",1470.2902823175,0.587736538014823,"MDFI","protein_coding"
"MDFIC",-0.0503586712105094,0.41224252003043,0.902773985529497,0.99973825377046,"GSE275240",249.008417677935,-0.122157877374687,"MDFIC","protein_coding"
"MDGA1",0.0863274642571097,0.5813913827226,0.881960613714605,0.99973825377046,"GSE275240",278.448116410292,0.14848425143979,"MDGA1","protein_coding"
"MDGA2",-0.319666078873245,0.669860181567979,0.633210357075598,0.99973825377046,"GSE275240",23.8709310656284,-0.477213137411729,"MDGA2","protein_coding"
"MDH1",0.0195592953474082,0.104965992583833,0.852178647109345,0.99973825377046,"GSE275240",4070.17388895621,0.186339354927614,"MDH1","protein_coding"
"MDH1B",-0.260486426784791,0.404758460749239,0.519860680520152,0.99973825377046,"GSE275240",666.397755977574,-0.643560177352711,"MDH1B","protein_coding"
"MDH2",0.070133507820021,0.0758006519087677,0.35484305250042,0.99973825377046,"GSE275240",862.276098268247,0.925236209108497,"MDH2","protein_coding"
"MDK",-0.0113671436719932,0.180737205753964,0.94985153897617,0.99973825377046,"GSE275240",7932.30236743935,-0.0628932135172391,"MDK","protein_coding"
"MDM1",-0.282950571879978,0.289887024018697,0.329028846272629,0.99973825377046,"GSE275240",594.520243084552,-0.976071877786872,"MDM1","protein_coding"
"MDM2",-0.361356688077617,0.174975774783414,0.0389058545812415,0.99973825377046,"GSE275240",4243.41075515317,-2.06518124308869,"MDM2","protein_coding"
"MDM4",-0.241267746927203,0.238143468027237,0.311003174042249,0.99973825377046,"GSE275240",1262.31178851128,-1.01311931385667,"MDM4","protein_coding"
"MDN1",0.127540067652844,0.176762899715237,0.470582332432963,0.99973825377046,"GSE275240",1665.29916392002,0.721531881737115,"MDN1","protein_coding"
"MDP1",-0.119361805993012,0.147994442982543,0.419937909614488,0.99973825377046,"GSE275240",177.040239785232,-0.806528972220205,"MDP1","protein_coding"
"ME1",0.262535527160925,0.239418360478745,0.272835736245136,0.99973825377046,"GSE275240",290.863935943152,1.09655552997671,"ME1","protein_coding"
"ME2",0.170111559289176,0.197325398539626,0.38863992777179,0.99973825377046,"GSE275240",221.612009777529,0.862086485308757,"ME2","protein_coding"
"ME3",-0.649080103728934,0.231200379419381,0.00499377121198039,0.708446138275523,"GSE275240",149.434349269438,-2.80743528777498,"ME3","protein_coding"
"MEA1",-0.343125730247314,0.390465649006176,0.379531229045068,0.99973825377046,"GSE275240",21.4635482814342,-0.878760349650853,"MEA1","protein_coding"
"MEAF6",-0.115185287916569,0.139039796414944,0.407424785706077,0.99973825377046,"GSE275240",1258.20876316984,-0.828433951189166,"MEAF6","protein_coding"
"MECOM",-0.290527947890787,0.164055088863053,0.0765745028327726,0.99973825377046,"GSE275240",8613.74998337455,-1.77091701271948,"MECOM","protein_coding"
"MECP2",-0.0274099711604427,0.111390940953817,0.805628029582804,0.99973825377046,"GSE275240",1389.0581462704,-0.246070020826979,"MECP2","protein_coding"
"MECR",0.0131992346561952,0.159385967055642,0.934000209349413,0.99973825377046,"GSE275240",252.822311771936,0.0828130286500519,"MECR","protein_coding"
"MED1",0.0976291180059948,0.0871246937672031,0.262471918824763,0.99973825377046,"GSE275240",861.311814519438,1.12056770342125,"MED1","protein_coding"
"MED10",0.050963057060159,0.131391812947814,0.698111594714137,0.99973825377046,"GSE275240",507.294632911171,0.387870871988048,"MED10","protein_coding"
"MED11",0.0447118599638352,0.155368366069053,0.773515386310128,0.99973825377046,"GSE275240",389.937138489079,0.287779688330912,"MED11","protein_coding"
"MED12",-0.141381742240182,0.17974589040714,0.431536828502099,0.99973825377046,"GSE275240",1025.39795145211,-0.786564532407056,"MED12","protein_coding"
"MED12L",-0.742902145732067,1.22224760671533,0.543309247957734,0.99973825377046,"GSE275240",39.9510059301416,-0.607816404507875,"MED12L","protein_coding"
"MED13",-0.0546349162625545,0.118438227111326,0.644587248582421,0.99973825377046,"GSE275240",724.145640706436,-0.461294614037075,"MED13","protein_coding"
"MED13L",-0.102910522779774,0.169469994162355,0.543685528398555,0.99973825377046,"GSE275240",2188.11700545934,-0.607249225967307,"MED13L","protein_coding"
"MED14",1.07750840908898,1.38888374486081,0.437861811727653,0.99973825377046,"GSE275240",6.24339347548135,0.77580892790776,"MED14","protein_coding"
"MED15",-0.0131767810544893,0.139799949370772,0.924906954464114,0.99973825377046,"GSE275240",697.244793476698,-0.0942545481153389,"MED15","protein_coding"
"MED16",0.0145052950408516,0.139689362668584,0.917296597472586,0.99973825377046,"GSE275240",1154.83564071573,0.103839653669734,"MED16","protein_coding"
"MED17",0.432733079428856,0.629317253137276,0.491690158615482,0.99973825377046,"GSE275240",67.6923618671457,0.68762309832059,"MED17","protein_coding"
"MED18",-0.041742030163088,0.143717530309728,0.771475863806358,0.99973825377046,"GSE275240",500.940202218711,-0.290444944838176,"MED18","protein_coding"
"MED19",0.0862966057885027,0.0843785702622464,0.306434902837307,0.99973825377046,"GSE275240",523.820404284908,1.0227313110461,"MED19","protein_coding"
"MED20",-0.10454584636185,0.147847314798058,0.479491684879877,0.99973825377046,"GSE275240",721.045988345015,-0.707120359302074,"MED20","protein_coding"
"MED21",-0.113396219702045,0.111748683345916,0.310228242102951,0.99973825377046,"GSE275240",461.00662225062,-1.01474322834775,"MED21","protein_coding"
"MED22",-0.0599258011548794,0.141650746780752,0.672256449507838,0.99973825377046,"GSE275240",1508.79203144479,-0.423053196095273,"MED22","protein_coding"
"MED23",-0.241664476294075,0.156275373113109,0.122007624561082,0.99973825377046,"GSE275240",1757.45595628748,-1.54640153134789,"MED23","protein_coding"
"MED24",-0.0583280468088811,0.081855936568313,0.476112167889661,0.99973825377046,"GSE275240",1583.74648702316,-0.712569536849699,"MED24","protein_coding"
"MED25",-0.0543363967744653,0.21955242116753,0.804531256974384,0.99973825377046,"GSE275240",1484.02560658229,-0.247487121688373,"MED25","protein_coding"
"MED26",0.00688037080179004,0.141093387626055,0.961106847433599,0.99973825377046,"GSE275240",344.775254210259,0.0487646580577209,"MED26","protein_coding"
"MED27",0.0791288309019017,0.0866240199292054,0.360993053502816,0.99973825377046,"GSE275240",420.04625354852,0.913474472398889,"MED27","protein_coding"
"MED28",0.161005599198485,0.0835657224220401,0.054017741434,0.99973825377046,"GSE275240",4231.52249570284,1.92669427765301,"MED28","protein_coding"
"MED29",0.0479087941160311,0.0886377049756633,0.588851369780234,0.99973825377046,"GSE275240",1358.19010029799,0.540501292640476,"MED29","protein_coding"
"MED30",-0.0886262962709199,0.165680265234605,0.592702636828792,0.99973825377046,"GSE275240",326.573823372972,-0.534923674496924,"MED30","protein_coding"
"MED31",-0.159693095237828,0.204225522004941,0.434246985274212,0.99973825377046,"GSE275240",292.31854371959,-0.781944850330528,"MED31","protein_coding"
"MED4",0.111990331973814,0.0885685701997389,0.206069352569292,0.99973825377046,"GSE275240",720.283857693662,1.26444778007881,"MED4","protein_coding"
"MED6",-0.0181557237217034,0.144031814772315,0.899689523969501,0.99973825377046,"GSE275240",675.738879541321,-0.126053564973849,"MED6","protein_coding"
"MED7",-0.152200162653868,0.114727385812772,0.184632921976972,0.99973825377046,"GSE275240",355.000557587255,-1.32662451580872,"MED7","protein_coding"
"MED8",0.077386652539793,0.117133422160101,0.508823339788382,0.99973825377046,"GSE275240",993.602243850143,0.660670977699424,"MED8","protein_coding"
"MED9",0.0312847259794735,0.137886294066205,0.820510943377191,0.99973825377046,"GSE275240",623.872760761617,0.226887858516616,"MED9","protein_coding"
"MEDAG",0.186576681364218,0.777049465374723,0.810245646268189,0.99973825377046,"GSE275240",68.7030066604855,0.240109143211679,"MEDAG","protein_coding"
"MEF2A",-0.32996777951421,0.175695645964374,0.0603723233012163,0.99973825377046,"GSE275240",729.7546842306,-1.87806463673618,"MEF2A","protein_coding"
"MEF2B",0.245909750621367,0.888544335776117,0.781967663761232,0.99973825377046,"GSE275240",14.0657724982135,0.276755746134572,"MEF2B","protein_coding"
"MEF2C",1.30666466944338,0.397620122245482,0.00101543962284701,0.279186164540407,"GSE275240",100.926738121091,3.28621364045724,"MEF2C","protein_coding"
"MEF2D",0.962835805154199,2.07582004016503,0.642766718855047,0.99973825377046,"GSE275240",11.4713432795057,0.463833948282749,"MEF2D","protein_coding"
"MEFV",-0.552651894295187,1.463691667842,0.705747094268541,0.99973825377046,"GSE275240",1.59385166933283,-0.377573983945672,"MEFV","protein_coding"
"MEGF10",0.0110219079699617,0.524568466281782,0.98323657685765,0.99973825377046,"GSE275240",446.666095965558,0.0210113811226332,"MEGF10","protein_coding"
"MEGF11",-0.501199547771686,0.500228244648579,0.31637174143035,0.99973825377046,"GSE275240",26.8859663739579,-1.00194171987187,"MEGF11","protein_coding"
"MEGF6",-0.338194670050644,0.313045080875239,0.27999144721532,0.99973825377046,"GSE275240",591.786439428049,-1.08033855413121,"MEGF6","protein_coding"
"MEGF8",-0.108537121804305,0.0865104374327699,0.209619271979849,0.99973825377046,"GSE275240",3984.48011430895,-1.25461302734312,"MEGF8","protein_coding"
"MEGF9",-0.0787170477058405,0.144454128568576,0.585803283874942,0.99973825377046,"GSE275240",546.793120908742,-0.54492764233091,"MEGF9","protein_coding"
"MEI1",1.19490936645168,1.68293987132111,0.477696008474058,0.99973825377046,"GSE275240",4.80033661611621,0.71001310671526,"MEI1","protein_coding"
"MEI4",-0.76655275522959,2.56508502105081,0.765061311816636,0.99973825377046,"GSE275240",5.04419872814156,-0.298841071129707,"MEI4","protein_coding"
"MEIG1",0.478855030085098,0.551027443516644,0.384835039042628,0.99973825377046,"GSE275240",50.9455788343532,0.869022107191352,"MEIG1","protein_coding"
"MEIOB",-0.336853110413449,0.688616317365526,0.624718605588905,0.99973825377046,"GSE275240",8.6180037990501,-0.489173872182066,"MEIOB","protein_coding"
"MEIOC",-1.0611450606925,0.77697476457401,0.17202076823509,0.99973825377046,"GSE275240",8.0547784989939,-1.36573941532617,"MEIOC","protein_coding"
"MEIS1",0.0405375105710542,0.328988588870815,0.90193400379122,0.99973825377046,"GSE275240",1531.12969641658,0.123218591593681,"MEIS1","protein_coding"
"MEIS2",-0.022865794882938,0.247096124707964,0.92627055706398,0.99973825377046,"GSE275240",1394.38343621032,-0.092538055422611,"MEIS2","protein_coding"
"MEIS3",0.108122082837385,0.551304744810711,0.844515963830418,0.99973825377046,"GSE275240",318.948290732108,0.196120356037402,"MEIS3","protein_coding"
"MEIS3P2",0.469158912455413,0.404913840517416,0.246593349307105,0.99973825377046,"GSE275240",85.5008467421431,1.15866356125516,"MEIS3P2","processed_pseudogene"
"MELK",0.0624769100397936,0.275553789441021,0.820632006459876,0.99973825377046,"GSE275240",537.454664386493,0.226732175110101,"MELK","protein_coding"
"MELTF",0.801260053201586,0.682735646458868,0.240554401659141,0.99973825377046,"GSE275240",181.450810637825,1.17360219487215,"MELTF","protein_coding"
"MEMO1",0.30974539855543,0.317963041830654,0.329979410114595,0.99973825377046,"GSE275240",190.176541837525,0.974155350798283,"MEMO1","protein_coding"
"MEN1",0.577478168909836,0.285735298507471,0.0432771818350435,0.99973825377046,"GSE275240",179.321158208241,2.02102495535649,"MEN1","protein_coding"
"MEOX1",0.134377088856528,0.600350041358938,0.822888627527438,0.99973825377046,"GSE275240",21.9828657792097,0.223831231113693,"MEOX1","protein_coding"
"MEOX2",1.04968631034152,0.680560013254562,0.122979795272481,0.99973825377046,"GSE275240",118.496824185934,1.54238610834882,"MEOX2","protein_coding"
"MEP1A",0.877402418245095,0.583583560513679,0.132716985531323,0.99973825377046,"GSE275240",803.690750307136,1.50347349996081,"MEP1A","protein_coding"
"MEP1B",-0.136030043696388,0.710666505892251,0.848202878250694,0.99973825377046,"GSE275240",7.34580393140971,-0.191411924677103,"MEP1B","protein_coding"
"MEPCE",-0.0718760111052394,0.31194280850244,0.817770031496748,0.99973825377046,"GSE275240",342.034553609139,-0.230414066765309,"MEPCE","protein_coding"
"MEPE",1.46686103323621,1.15401142044409,0.203693964088457,0.99973825377046,"GSE275240",3.06698099730911,1.27109750150629,"MEPE","protein_coding"
"MERTK",0.111223675587793,0.123686776963493,0.368526654347698,0.99973825377046,"GSE275240",851.49052969022,0.899236590348061,"MERTK","protein_coding"
"MESDC1",0.182592481794607,0.267632492049353,0.495080377594266,0.99973825377046,"GSE275240",540.271505588361,0.682250799954947,"MESDC1","protein_coding"
"MESDC2",-0.0742732450031347,0.0959655298070403,0.438955903126089,0.99973825377046,"GSE275240",389.554345211711,-0.77395753613279,"MESDC2","protein_coding"
"MESP1",0.511382175546121,1.4500924060632,0.724347182955589,0.99973825377046,"GSE275240",1.41157133557155,0.35265488834222,"MESP1","protein_coding"
"MESP2",1.20730005483974,1.59818100428428,0.449996205791225,0.99973825377046,"GSE275240",1.00757981805395,0.755421351901508,"MESP2","protein_coding"
"MEST",-0.0601773671590999,0.270562689048752,0.823990356415955,0.99973825377046,"GSE275240",10897.8725718545,-0.222415616028479,"MEST","protein_coding"
"MET",0.324719757985747,0.17223855782932,0.0593905957888447,0.99973825377046,"GSE275240",3189.62452372325,1.88529073906626,"MET","protein_coding"
"METAP1",0.118600882449881,0.158153965157104,0.453310273062106,0.99973825377046,"GSE275240",1544.84721998149,0.749907739158279,"METAP1","protein_coding"
"METAP1D",0.00349975362830142,0.290776047405382,0.990396967034395,0.99973825377046,"GSE275240",122.090681313063,0.0120359075636732,"METAP1D","protein_coding"
"METAP2",0.106700754035204,0.159651972388608,0.503920763681409,0.99973825377046,"GSE275240",2528.78654444738,0.66833345331609,"METAP2","protein_coding"
"METRN",0.0793963161601097,0.257076716928216,0.757441041571093,0.99973825377046,"GSE275240",623.749916226887,0.308842889814404,"METRN","protein_coding"
"METRNL",0.425411245259472,0.229794492096234,0.0641309725993813,0.99973825377046,"GSE275240",875.634571834644,1.85126824136984,"METRNL","protein_coding"
"METTL1",0.246858905977473,0.310910005374677,0.427202243860411,0.99973825377046,"GSE275240",163.810857967833,0.793988297932014,"METTL1","protein_coding"
"METTL10",-0.0497802226225822,0.162650435788146,0.759561629843562,0.99973825377046,"GSE275240",247.099536056449,-0.306056497059876,"METTL10","protein_coding"
"METTL11B",1.31527603955081,3.39244080279265,0.698232221956746,0.99973825377046,"GSE275240",0.491778440394507,0.387707882321211,"METTL11B","protein_coding"
"METTL12",0.367310268845329,0.313251153369321,0.24096653878313,0.99973825377046,"GSE275240",47.2802389723819,1.172574354139,"METTL12","protein_coding"
"METTL13",0.0359143711700301,0.146378720084692,0.806183577299336,0.99973825377046,"GSE275240",941.737742368051,0.24535240606866,"METTL13","protein_coding"
"METTL14",-0.27177125456305,0.204807455796585,0.184521990709366,0.99973825377046,"GSE275240",559.805991247275,-1.32695977060998,"METTL14","protein_coding"
