Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
SRR22223259_2	(35, 10898.0)	(40, 1598.0)	(45, 2300.0)	(50, 3332.0)	(55, 4874.0)	(60, 7532.0)	(65, 11111.0)	(70, 17369.0)	(75, 28047.0)	(80, 43775.0)	(85, 70470.0)	(90, 108841.0)	(95, 165875.0)	(100, 231315.0)	(105, 312921.0)	(110, 400615.0)	(115, 492756.0)	(120, 569331.0)	(125, 642592.0)	(130, 707767.0)	(135, 747329.0)	(140, 765894.0)	(145, 2834100.0)	(150, 17979467.0)
SRR22223260_1	(35, 61656.0)	(40, 1446.0)	(45, 2036.0)	(50, 2993.0)	(55, 4315.0)	(60, 6868.0)	(65, 10315.0)	(70, 16201.0)	(75, 26797.0)	(80, 42700.0)	(85, 69646.0)	(90, 108575.0)	(95, 167100.0)	(100, 234897.0)	(105, 322822.0)	(110, 413651.0)	(115, 514329.0)	(120, 601610.0)	(125, 691207.0)	(130, 767399.0)	(135, 820173.0)	(140, 853572.0)	(145, 2747936.0)	(150, 19484804.0)
SRR22223260_2	(35, 14127.0)	(40, 1465.0)	(45, 2044.0)	(50, 2982.0)	(55, 4302.0)	(60, 6844.0)	(65, 10296.0)	(70, 16095.0)	(75, 26581.0)	(80, 42321.0)	(85, 68996.0)	(90, 107535.0)	(95, 165503.0)	(100, 232311.0)	(105, 319290.0)	(110, 409032.0)	(115, 508206.0)	(120, 593878.0)	(125, 683361.0)	(130, 757439.0)	(135, 812226.0)	(140, 845245.0)	(145, 3070358.0)	(150, 19272611.0)
SRR22223261_1	(35, 112214.0)	(40, 4509.0)	(45, 6218.0)	(50, 8530.0)	(55, 11435.0)	(60, 16284.0)	(65, 22225.0)	(70, 32219.0)	(75, 47653.0)	(80, 70123.0)	(85, 103210.0)	(90, 150352.0)	(95, 212974.0)	(100, 287118.0)	(105, 379746.0)	(110, 478344.0)	(115, 589332.0)	(120, 687880.0)	(125, 795174.0)	(130, 886705.0)	(135, 967884.0)	(140, 1027058.0)	(145, 4677748.0)	(150, 37441207.0)
SRR22223261_2	(35, 29218.0)	(40, 4533.0)	(45, 6276.0)	(50, 8560.0)	(55, 11527.0)	(60, 16375.0)	(65, 22286.0)	(70, 32225.0)	(75, 47545.0)	(80, 69905.0)	(85, 102811.0)	(90, 149754.0)	(95, 212018.0)	(100, 285727.0)	(105, 377809.0)	(110, 475876.0)	(115, 585821.0)	(120, 682981.0)	(125, 789560.0)	(130, 878862.0)	(135, 962101.0)	(140, 1021635.0)	(145, 5286364.0)	(150, 36956373.0)
SRR22223262_1	(35, 38626.0)	(40, 1034.0)	(45, 1347.0)	(50, 2043.0)	(55, 2903.0)	(60, 4242.0)	(65, 6610.0)	(70, 10405.0)	(75, 16720.0)	(80, 26471.0)	(85, 42165.0)	(90, 64899.0)	(95, 98036.0)	(100, 133835.0)	(105, 179317.0)	(110, 227813.0)	(115, 277529.0)	(120, 321806.0)	(125, 365560.0)	(130, 404742.0)	(135, 435217.0)	(140, 458082.0)	(145, 2197117.0)	(150, 17817659.0)
SRR22223262_2	(35, 9473.0)	(40, 1024.0)	(45, 1345.0)	(50, 2034.0)	(55, 2891.0)	(60, 4228.0)	(65, 6583.0)	(70, 10342.0)	(75, 16564.0)	(80, 26262.0)	(85, 41800.0)	(90, 64381.0)	(95, 97106.0)	(100, 132454.0)	(105, 177680.0)	(110, 225572.0)	(115, 274692.0)	(120, 317723.0)	(125, 361283.0)	(130, 398763.0)	(135, 430575.0)	(140, 452937.0)	(145, 2489100.0)	(150, 17589366.0)
SRR22223263_1	(35, 94609.0)	(40, 4229.0)	(45, 6215.0)	(50, 8064.0)	(55, 10960.0)	(60, 15325.0)	(65, 20657.0)	(70, 30346.0)	(75, 41922.0)	(80, 60892.0)	(85, 86127.0)	(90, 121679.0)	(95, 166118.0)	(100, 217466.0)	(105, 280107.0)	(110, 341194.0)	(115, 411777.0)	(120, 474878.0)	(125, 537969.0)	(130, 589772.0)	(135, 639298.0)	(140, 675326.0)	(145, 2470593.0)	(150, 17791615.0)
SRR22223263_2	(35, 12392.0)	(40, 4268.0)	(45, 6267.0)	(50, 8124.0)	(55, 11018.0)	(60, 15382.0)	(65, 20715.0)	(70, 30381.0)	(75, 41954.0)	(80, 60822.0)	(85, 86042.0)	(90, 121544.0)	(95, 165883.0)	(100, 217119.0)	(105, 279583.0)	(110, 340422.0)	(115, 410771.0)	(120, 473637.0)	(125, 536255.0)	(130, 587370.0)	(135, 636473.0)	(140, 674092.0)	(145, 2843224.0)	(150, 17513400.0)
SRR22223264_1	(35, 44852.0)	(40, 1203.0)	(45, 1702.0)	(50, 2674.0)	(55, 3748.0)	(60, 5722.0)	(65, 8549.0)	(70, 13329.0)	(75, 20853.0)	(80, 32531.0)	(85, 51190.0)	(90, 78088.0)	(95, 115911.0)	(100, 158498.0)	(105, 211787.0)	(110, 263158.0)	(115, 319973.0)	(120, 365458.0)	(125, 409448.0)	(130, 446554.0)	(135, 469444.0)	(140, 486227.0)	(145, 1953743.0)	(150, 15047341.0)
SRR22223264_2	(35, 7349.0)	(40, 1207.0)	(45, 1705.0)	(50, 2664.0)	(55, 3733.0)	(60, 5689.0)	(65, 8507.0)	(70, 13270.0)	(75, 20714.0)	(80, 32327.0)	(85, 50809.0)	(90, 77532.0)	(95, 115064.0)	(100, 157242.0)	(105, 210115.0)	(110, 261111.0)	(115, 317007.0)	(120, 362170.0)	(125, 406012.0)	(130, 442093.0)	(135, 466196.0)	(140, 483762.0)	(145, 2219347.0)	(150, 14846358.0)
