Symbol,n_studies,pooled_log2FC,pooled_lfcSE,rem_pvalue,I2,rem_padj,multi_study,is_robust,Confidence_Level
DUSP15,8,0.518959978,0.177214879,0.003406871,0,0.238093018,TRUE,TRUE,NS
MIS12,8,-0.209942795,0.071740546,0.003428903,0,0.238783,TRUE,TRUE,NS
IGHA2,4,2.725756916,0.932324955,0.003459951,0,0.23931113,TRUE,TRUE,NS
METTL14,8,-0.254270634,0.086973817,0.00346086,0,0.23931113,TRUE,TRUE,NS
OTOG,5,1.15891098,0.396706251,0.003485373,0,0.23997861,TRUE,TRUE,NS
XPO6,8,0.208034555,0.071276457,0.00351495,49.05511991,0.23997861,TRUE,TRUE,NS
TMEM151A,8,0.380049479,0.130216404,0.003516081,0,0.23997861,TRUE,TRUE,NS
TP53I11,8,-0.231459144,0.079335848,0.003528952,0,0.23997861,TRUE,TRUE,NS
CLEC17A,7,-2.237607285,0.767032901,0.003531613,0,0.23997861,TRUE,TRUE,NS
BAIAP2L2,8,0.262085422,0.089938628,0.003567758,6.582519906,0.240627843,TRUE,TRUE,NS
IGKV3-20,3,2.587848273,0.888097653,0.003569178,0,0.240627843,TRUE,TRUE,NS
WFDC12,3,0.829965979,0.284956154,0.003584226,0,0.240627843,TRUE,TRUE,NS
FKBP4,8,0.336408964,0.11553991,0.003595533,0,0.240627843,TRUE,TRUE,NS
CTD-2370N5.3,6,0.719205132,0.247062369,0.003602433,0,0.240627843,TRUE,TRUE,NS
DNER,6,0.160380586,0.055168751,0.003648069,0,0.242410314,TRUE,TRUE,NS
PFN2,8,-0.049705644,0.017100961,0.003653807,0,0.242410314,TRUE,TRUE,NS
NPIPA8,7,-1.521442453,0.523947833,0.003686574,0,0.243760763,TRUE,TRUE,NS
TBC1D31,8,0.185541296,0.06395109,0.00371618,0,0.244893742,TRUE,TRUE,NS
TMEM51,8,0.234614507,0.080903103,0.003732288,24.62995908,0.245132653,TRUE,TRUE,NS
ZNF385A,8,-0.261533444,0.090276832,0.003767303,0,0.246607653,TRUE,TRUE,NS
SIGLEC7,2,0.527258533,0.182274255,0.003819873,0,0.249218176,TRUE,FALSE,NS
ATG12,8,0.097061122,0.033728036,0.004005124,0,0.260439175,TRUE,TRUE,NS
GALK2,8,0.215543816,0.074993334,0.00405087,6.281669985,0.261705518,TRUE,TRUE,NS
PTBP2,8,0.315901698,0.109956369,0.004066287,0,0.261705518,TRUE,TRUE,NS
SBK3,7,0.547047127,0.190588758,0.004100811,0,0.261705518,TRUE,TRUE,NS
FERMT1,8,-0.187199241,0.065225828,0.004104496,0,0.261705518,TRUE,TRUE,NS
SLITRK4,3,0.53983554,0.188146395,0.004114707,0,0.261705518,TRUE,TRUE,NS
PSMA6,8,0.130689446,0.045552516,0.004117924,41.53319327,0.261705518,TRUE,TRUE,NS
CTDSPL2,8,-0.19182762,0.066870279,0.004122239,0,0.261705518,TRUE,TRUE,NS
KBTBD6,8,-0.152879618,0.053305954,0.00413121,0,0.261705518,TRUE,TRUE,NS
DLK2,8,0.420924454,0.146916784,0.004169387,4.323145355,0.262487948,TRUE,TRUE,NS
HMCN1,8,-0.413801518,0.144434535,0.004170405,0,0.262487948,TRUE,TRUE,NS
CBLN1,5,-1.061558499,0.370659629,0.004183661,0,0.262487948,TRUE,TRUE,NS
CFP,8,-0.353603431,0.123542056,0.004206967,0,0.263109631,TRUE,TRUE,NS
C12orf54,5,0.471986848,0.165120757,0.004257372,0,0.265416712,TRUE,TRUE,NS
GPHN,8,0.246368136,0.086233939,0.004277007,0,0.265797013,TRUE,TRUE,NS
CASP1,7,0.399305571,0.139864629,0.004304453,0,0.266658802,TRUE,TRUE,NS
PAPLN,8,0.472181054,0.165547673,0.004341284,0,0.268094753,TRUE,TRUE,NS
MCM2,8,-0.090892252,0.031882162,0.004359827,0,0.268395853,TRUE,TRUE,NS
DCUN1D3,8,0.251020929,0.088293378,0.004468653,12.85645892,0.274235676,TRUE,TRUE,NS
BRD1,8,-0.354549999,0.12477721,0.004490687,0,0.274729295,TRUE,TRUE,NS
ACOD1,3,2.737267976,0.965934429,0.004599766,0,0.279682767,TRUE,TRUE,NS
YPEL3,8,-0.256430526,0.090514121,0.004610698,17.50616328,0.279682767,TRUE,TRUE,NS
SLIT1,8,0.522820005,0.184560155,0.004614381,0,0.279682767,TRUE,TRUE,NS
BTNL8,5,-0.536178037,0.18950116,0.004663271,0,0.281776385,TRUE,TRUE,NS
VLDLR,7,-0.844630483,0.298801835,0.004702676,0,0.283285735,TRUE,TRUE,NS
ITGB7,7,0.937937313,0.332113102,0.004740615,0,0.284697853,TRUE,TRUE,NS
ADAM8,8,0.371450964,0.131620842,0.004770602,0,0.284995586,TRUE,TRUE,NS
OASL,8,1.666958768,0.590909974,0.004787377,47.39545857,0.284995586,TRUE,TRUE,NS
KLF15,4,0.499707655,0.177210099,0.004804462,0,0.284995586,TRUE,TRUE,NS
PIP4K2A,8,0.151156323,0.053613872,0.004812087,0,0.284995586,TRUE,TRUE,NS
ATP1B3,8,0.164682337,0.058419789,0.004818135,7.039162138,0.284995586,TRUE,TRUE,NS
OSTM1,8,0.199147726,0.070708975,0.004855881,43.53330043,0.286365754,TRUE,TRUE,NS
MAGEA12,3,0.194034822,0.069023569,0.004936651,0,0.290257325,TRUE,TRUE,NS
AP1S3,8,0.179585805,0.06395731,0.004986553,36.48222875,0.292316177,TRUE,TRUE,NS
TPR,8,-0.071270135,0.025395311,0.005009396,0,0.292509012,TRUE,TRUE,NS
FANCF,8,-0.150490882,0.053636192,0.005019632,27.66274737,0.292509012,TRUE,TRUE,NS
EIF5,8,0.078436193,0.028034167,0.005143947,0,0.297720737,TRUE,TRUE,NS
NPAS2,8,0.201111838,0.071887368,0.005148441,0,0.297720737,TRUE,TRUE,NS
IGLV3-21,2,2.593314047,0.927106306,0.00515455,0,0.297720737,TRUE,FALSE,NS
GLRX2,8,0.179572781,0.064311798,0.005234752,0,0.30146643,TRUE,TRUE,NS
BMF,7,-0.400735264,0.143619064,0.00526649,0,0.302407381,TRUE,TRUE,NS
IFT122,8,-0.350739174,0.125843615,0.00531815,12.61210018,0.304483453,TRUE,TRUE,NS
TPBG,8,-0.285999119,0.102710969,0.005360963,55.31762145,0.305309065,TRUE,TRUE,NS
RGN,4,-1.021597898,0.366908347,0.005363664,0,0.305309065,TRUE,TRUE,NS
TPMT,8,0.162245293,0.058447277,0.00550448,0,0.312015614,TRUE,TRUE,NS
AQP9,4,0.760143789,0.273885487,0.005513261,0,0.312015614,TRUE,TRUE,NS
DENND1B,8,0.170409575,0.061455296,0.005555868,20.85315243,0.313523378,TRUE,TRUE,NS
IGHG3,4,2.456213372,0.886426126,0.005589864,0,0.314537987,TRUE,TRUE,NS
ZNF491,6,-0.754995097,0.272590608,0.005610738,0,0.31481051,TRUE,TRUE,NS
FFAR4,6,0.388202911,0.140277755,0.005650754,0,0.315636702,TRUE,TRUE,NS
TRPC6,7,-0.476296992,0.172185063,0.005671508,0,0.315636702,TRUE,TRUE,NS
ROBO2,6,0.627078115,0.226703848,0.005673681,0,0.315636702,TRUE,TRUE,NS
TSEN34,8,-0.138258082,0.05000448,0.005693782,27.67122352,0.315860157,TRUE,TRUE,NS
SLC9A8,8,0.161293271,0.058390921,0.005739563,0,0.317502904,TRUE,TRUE,NS
CNOT8,8,-0.212854408,0.077107089,0.00577123,37.19999454,0.318357882,TRUE,TRUE,NS
ERP29,8,-0.167477799,0.060693815,0.005790969,22.68291711,0.318551952,TRUE,TRUE,NS
VIM,8,-0.096572127,0.035040329,0.0058508,30.26228578,0.320601555,TRUE,TRUE,NS
ATP6V0E1,8,0.118401884,0.04296984,0.00586088,33.67253877,0.320601555,TRUE,TRUE,NS
DDO,6,1.099055296,0.399410355,0.005928779,0,0.32318091,TRUE,TRUE,NS
POLE3,8,-0.094722702,0.03443181,0.005940947,19.59847736,0.32318091,TRUE,TRUE,NS
C6orf106,8,0.095277294,0.034667996,0.005990918,0,0.324999013,TRUE,TRUE,NS
PHLPP1,8,0.187244356,0.068171808,0.006020665,0,0.32571301,TRUE,TRUE,NS
NUDT16L1,8,-0.150898661,0.054969507,0.00604862,0,0.32632639,TRUE,TRUE,NS
MS4A14,3,-0.82509753,0.300725068,0.006075216,0,0.326863269,TRUE,TRUE,NS
IFITM1,8,0.802019652,0.292414811,0.006092773,77.19987675,0.326912242,TRUE,TRUE,NS
IGLC3,3,2.602768534,0.949864653,0.006141176,0,0.328611478,TRUE,TRUE,NS
TMEM11,8,0.12027471,0.043911159,0.006161765,2.394296285,0.328817207,TRUE,TRUE,NS
MDM1,8,-0.242084609,0.088450996,0.006201458,0,0.330038591,TRUE,TRUE,NS
DNAJC1,7,0.196815826,0.071971761,0.006245125,33.61468084,0.33146423,TRUE,TRUE,NS
ULK1,7,-0.272856538,0.099815359,0.006264367,26.88468963,0.331589332,TRUE,TRUE,NS
TRIM52,8,-0.199558441,0.073070862,0.006313745,0,0.333304631,TRUE,TRUE,NS
CENPK,8,-0.174107234,0.063795387,0.006349765,0,0.334307462,TRUE,TRUE,NS
FAM208B,5,1.053803326,0.386774453,0.006438061,61.31579485,0.338049868,TRUE,TRUE,NS
ABI3,5,0.472203558,0.17348637,0.006491796,0,0.33996238,TRUE,TRUE,NS
MPO,2,1.173477555,0.432172578,0.006621606,0,0.344067337,TRUE,FALSE,NS
DDX27,8,0.113080645,0.041647475,0.006623854,0,0.344067337,TRUE,TRUE,NS
RAB11B,8,-0.084888424,0.031280068,0.006651262,0,0.344067337,TRUE,TRUE,NS
FCGR3A,4,0.926814038,0.341517877,0.006651465,0,0.344067337,TRUE,TRUE,NS
DHRS9,8,0.873949575,0.322119042,0.006665174,0,0.344067337,TRUE,TRUE,NS
PSMA1,8,0.065601162,0.024183666,0.006675306,0,0.344067337,TRUE,TRUE,NS
IGHV3-7,3,3.255027186,1.200607263,0.006705015,0,0.344693941,TRUE,TRUE,NS
KLHL6,7,0.307595855,0.113511047,0.006731732,0,0.344738597,TRUE,TRUE,NS
IGKV1D-33,1,3.597761062,1.327892945,0.006740993,NA,0.344738597,FALSE,FALSE,NS
UBE2G2,8,-0.168011051,0.062067534,0.006791325,0,0.346410482,TRUE,TRUE,NS
IGLV1-44,3,3.322146771,1.228840421,0.006861736,4.079230657,0.349095284,TRUE,TRUE,NS
MAGEH1,8,-0.253381133,0.093964902,0.00700617,0,0.355522417,TRUE,TRUE,NS
CHEK2,8,0.156309951,0.058007342,0.00704609,0,0.356626587,TRUE,TRUE,NS
HCCS,8,0.091539331,0.033982044,0.007065189,0,0.356673979,TRUE,TRUE,NS
HOPX,7,0.193354239,0.07183193,0.00710763,0,0.356722229,TRUE,TRUE,NS
PGA5,6,-2.180209587,0.810021562,0.007112188,0,0.356722229,TRUE,TRUE,NS
FAM126B,8,0.25755617,0.09570491,0.007120639,10.59700357,0.356722229,TRUE,TRUE,NS
MED21,8,-0.142787108,0.053075268,0.007139299,5.092956332,0.356746979,TRUE,TRUE,NS
GABRB1,6,-1.126247203,0.418953018,0.007182927,0,0.358016019,TRUE,TRUE,NS
PGA4,4,-1.999440464,0.744024928,0.007202577,0,0.358086594,TRUE,TRUE,NS
SCAMP2,8,-0.086003889,0.032029679,0.007250135,4.575775824,0.359540769,TRUE,TRUE,NS
LGALS9,8,0.597140924,0.222536672,0.007289146,8.631155685,0.359930484,TRUE,TRUE,NS
GLT1D1,6,0.392306607,0.146221095,0.007297184,0,0.359930484,TRUE,TRUE,NS
LDB1,8,-0.108170468,0.040328326,0.007312978,0,0.359930484,TRUE,TRUE,NS
ALPI,5,-0.424715035,0.158468244,0.007359421,0,0.361310775,TRUE,TRUE,NS
MYO1G,7,0.298576752,0.111473211,0.007396114,0,0.361892869,TRUE,TRUE,NS
DEFB126,4,1.872360504,0.699263785,0.007414798,0,0.361892869,TRUE,TRUE,NS
TMEM173,7,0.306922961,0.114648161,0.007426562,4.331403583,0.361892869,TRUE,TRUE,NS
KIAA0391,8,0.162117234,0.060657519,0.007525133,0,0.36578854,TRUE,TRUE,NS
LILRA6,8,0.555074402,0.20802086,0.007622269,0,0.369595356,TRUE,TRUE,NS
STX11,6,0.653833319,0.245220209,0.007668873,0,0.370625134,TRUE,TRUE,NS
SRPX2,8,0.153815219,0.057700137,0.007681252,0,0.370625134,TRUE,TRUE,NS
LILRB2,4,0.460531707,0.172837281,0.007709389,0,0.371071008,TRUE,TRUE,NS
ADAMTS9,8,0.205957572,0.077469756,0.007847664,0,0.376803011,TRUE,TRUE,NS
COL6A1,8,-0.11342517,0.042707841,0.007911125,0,0.378672886,TRUE,TRUE,NS
SF3A3,5,0.241822542,0.091111781,0.007951311,22.33356703,0.378672886,TRUE,TRUE,NS
GRAMD4,8,-0.20435935,0.077004295,0.007957459,44.12880597,0.378672886,TRUE,TRUE,NS
HLA-G,7,-0.13016181,0.049050968,0.007963739,0,0.378672886,TRUE,TRUE,NS
PCED1B,7,-0.719264026,0.271432648,0.008052029,21.74713193,0.381946267,TRUE,TRUE,NS
TMEM67,8,-0.359457754,0.135743823,0.008095522,5.669775397,0.382869016,TRUE,TRUE,NS
TBX5,1,1.847728651,0.698491404,0.008161529,NA,0.382869016,FALSE,FALSE,NS
DNAJA4,7,0.306959291,0.116052749,0.008169139,0,0.382869016,TRUE,TRUE,NS
APOO,8,0.154561668,0.058471561,0.008208654,0,0.382869016,TRUE,TRUE,NS
CACNG7,5,-0.734188739,0.277759177,0.008211281,0,0.382869016,TRUE,TRUE,NS
IGLV2-23,2,2.974483205,1.125381228,0.008215334,0,0.382869016,TRUE,FALSE,NS
SERGEF,8,-0.143734932,0.054387631,0.008222671,0,0.382869016,TRUE,TRUE,NS
CD180,4,0.812661779,0.3075247,0.008227453,0,0.382869016,TRUE,TRUE,NS
STAC3,8,0.449801683,0.170291002,0.008257129,0,0.383341607,TRUE,TRUE,NS
ZBTB5,6,-0.267221997,0.101356703,0.008377826,50.78227802,0.388027723,TRUE,TRUE,NS
ADPRH,7,0.589955146,0.224118106,0.008479885,0,0.39107074,TRUE,TRUE,NS
RASSF2,8,-0.229839171,0.087318231,0.008483355,0,0.39107074,TRUE,TRUE,NS
ELOVL2,4,0.335267881,0.127470693,0.008534555,0,0.39250958,TRUE,TRUE,NS
ST6GAL1,8,0.238592661,0.090784371,0.0085857,0,0.39381222,TRUE,TRUE,NS
MORC2,8,0.200960095,0.076485115,0.008602986,11.33111833,0.39381222,TRUE,TRUE,NS
IFI44,8,1.211399979,0.461943149,0.008731274,69.60362266,0.398200867,TRUE,TRUE,NS
HCFC2,8,0.192575164,0.073443578,0.008739412,0,0.398200867,TRUE,TRUE,NS
IL1B,8,0.512617487,0.195615378,0.00877912,30.94213978,0.398688891,TRUE,TRUE,NS
FGF11,8,0.205614458,0.07849351,0.008805644,0,0.398688891,TRUE,TRUE,NS
PLD4,6,-1.213015525,0.46318027,0.008821787,0,0.398688891,TRUE,TRUE,NS
TATDN3,8,0.16905885,0.064562863,0.00883133,0,0.398688891,TRUE,TRUE,NS
P4HA3,8,0.840972946,0.321378058,0.008876574,0,0.399646142,TRUE,TRUE,NS
GIMAP4,2,1.016195807,0.388478032,0.008900864,0,0.399646142,TRUE,FALSE,NS
BLOC1S3,8,-0.143871812,0.055010522,0.008913586,0,0.399646142,TRUE,TRUE,NS
FAM86B1,8,-0.280885217,0.107499368,0.008977728,14.75443045,0.400435605,TRUE,TRUE,NS
CSMD3,6,-0.336469787,0.128792781,0.008988546,0,0.400435605,TRUE,TRUE,NS
ADCK5,8,-0.226794133,0.086816329,0.008992367,0,0.400435605,TRUE,TRUE,NS
RGS16,6,-0.444438669,0.17018246,0.009013487,0,0.400468012,TRUE,TRUE,NS
C6orf132,8,0.160133636,0.061368678,0.009070889,6.113807617,0.401893132,TRUE,TRUE,NS
HK3,2,0.369413292,0.141603705,0.009086493,0,0.401893132,TRUE,FALSE,NS
FPR2,5,0.857449638,0.32923955,0.00920531,0,0.405487614,TRUE,TRUE,NS
NR2C2,8,-0.16098911,0.061819166,0.009209058,0,0.405487614,TRUE,TRUE,NS
MLC1,5,0.964933449,0.370804863,0.009260958,0,0.406860619,TRUE,TRUE,NS
ZBTB33,8,-0.11479009,0.044132074,0.009293671,44.88755836,0.407386419,TRUE,TRUE,NS
RP11-286N22.8,8,-0.294648209,0.113321014,0.009319123,0,0.407592296,TRUE,TRUE,NS
FASTKD3,8,-0.137385488,0.052871857,0.009364253,0,0.408656009,TRUE,TRUE,NS
PPP2R2A,8,0.150835834,0.058145766,0.009483936,34.0477383,0.412961289,TRUE,TRUE,NS
BEND2,5,-1.611514829,0.622252075,0.009602884,0,0.416658554,TRUE,TRUE,NS
VEZF1,8,-0.094618329,0.036546183,0.009625309,8.374927159,0.416658554,TRUE,TRUE,NS
ZFAND5,8,0.13791663,0.053287125,0.009648477,19.12969282,0.416658554,TRUE,TRUE,NS
ZBTB42,8,0.23652874,0.091394685,0.009653714,38.93885799,0.416658554,TRUE,TRUE,NS
CFAP44,8,-0.378633108,0.146485145,0.009743877,2.061659579,0.41962775,TRUE,TRUE,NS
CD69,7,1.698296096,0.65824796,0.009879321,8.94339966,0.424180898,TRUE,TRUE,NS
HSPA8,8,0.111465311,0.04321669,0.009902396,15.66585813,0.424180898,TRUE,TRUE,NS
HEATR3,8,0.319232687,0.123791152,0.009914402,26.75507412,0.424180898,TRUE,TRUE,NS
THBS3,7,-0.164913254,0.063998472,0.009971065,0,0.424375895,TRUE,TRUE,NS
HMGCS2,1,-1.663652942,0.645811365,0.009993146,NA,0.424375895,FALSE,FALSE,NS
TRPV4,8,0.468012044,0.181707907,0.010005812,0,0.424375895,TRUE,TRUE,NS
NME8,5,-0.606442907,0.235568826,0.010042086,0,0.424375895,TRUE,TRUE,NS
HSD17B3,8,-0.627833156,0.243879302,0.010042568,0,0.424375895,TRUE,TRUE,NS
FAM86B2,8,0.665298203,0.258453375,0.01004862,0,0.424375895,TRUE,TRUE,NS
PBX3,8,0.120910103,0.047027813,0.01013954,0,0.427072345,TRUE,TRUE,NS
HRH1,7,1.516823321,0.590140617,0.010161799,36.65169522,0.427072345,TRUE,TRUE,NS
RSL24D1,8,-0.256047075,0.099639586,0.010177709,39.83958061,0.427072345,TRUE,TRUE,NS
MAPK1,8,-0.184044169,0.071677914,0.010238894,11.44062525,0.427897929,TRUE,TRUE,NS
AMIGO3,8,0.725501027,0.28256162,0.010240963,0,0.427897929,TRUE,TRUE,NS
DIP2C,8,0.328700858,0.128072656,0.010272511,0,0.428304817,TRUE,TRUE,NS
S100G,3,1.308460443,0.510051369,0.010307168,0,0.42883934,TRUE,TRUE,NS
RAX,5,-2.192188428,0.855021293,0.010350359,0,0.429725908,TRUE,TRUE,NS
LDLRAD4,7,-1.323084973,0.51637212,0.010399033,4.438598063,0.430006145,TRUE,TRUE,NS
TMEM25,8,-0.2422788,0.094558601,0.010400902,0,0.430006145,TRUE,TRUE,NS
SULF1,6,-0.304353505,0.11883468,0.010432614,0,0.430411085,TRUE,TRUE,NS
FAM49A,7,-0.262214812,0.102421214,0.010462364,0,0.430733552,TRUE,TRUE,NS
KCNJ8,3,0.459406369,0.17952196,0.010495747,0,0.43120393,TRUE,TRUE,NS
USP45,8,0.197854047,0.077361815,0.010542284,0,0.43221163,TRUE,TRUE,NS
ITPKC,8,0.152821264,0.05979106,0.010590697,0,0.433291904,TRUE,TRUE,NS
ZNF397,8,-0.134594836,0.052727111,0.010690118,10.07698834,0.43644598,TRUE,TRUE,NS
MUC19,6,-0.465128525,0.182272845,0.010716012,0,0.43644598,TRUE,TRUE,NS
TNS4,6,-0.410994511,0.161096855,0.010734464,0,0.43644598,TRUE,TRUE,NS
IGKC,4,2.856499263,1.120684967,0.010806733,0,0.438476503,TRUE,TRUE,NS
DNAL4,8,-0.144656421,0.05687385,0.01097603,0,0.44316004,TRUE,TRUE,NS
KSR2,8,0.274568509,0.107985992,0.011002142,0,0.44316004,TRUE,TRUE,NS
AC069368.3,6,-1.767597437,0.695334638,0.011019442,0,0.44316004,TRUE,TRUE,NS
IGHV3-33,2,2.557267197,1.006321655,0.011047189,0,0.44316004,TRUE,FALSE,NS
AGER,8,-0.3860619,0.151930676,0.011052332,0,0.44316004,TRUE,TRUE,NS
IQSEC1,8,-0.1304582,0.051343821,0.011057563,35.92894024,0.44316004,TRUE,TRUE,NS
MRPS31,7,0.299318887,0.117846738,0.011088428,1.129324937,0.443491954,TRUE,TRUE,NS
TMEM80,8,-0.139367696,0.054890023,0.011115866,0,0.443685733,TRUE,TRUE,NS
GFRA2,5,-1.122047421,0.442161296,0.011160183,0,0.444096558,TRUE,TRUE,NS
HEPHL1,6,0.289749853,0.114226838,0.011192901,0,0.444096558,TRUE,TRUE,NS
CBX5,8,-0.094547597,0.037273598,0.011194001,25.0244792,0.444096558,TRUE,TRUE,NS
PNLIPRP1,3,-1.696349285,0.669512099,0.01128622,0,0.446111237,TRUE,TRUE,NS
CSTF1,8,-0.22562959,0.089055445,0.011290217,37.54037907,0.446111237,TRUE,TRUE,NS
USP32,8,0.114073818,0.045044763,0.011326703,32.75981465,0.446290521,TRUE,TRUE,NS
WHSC1,8,0.101339305,0.040022839,0.011340206,0,0.446290521,TRUE,TRUE,NS
TTC31,8,-0.233964736,0.092447852,0.011381074,23.16313892,0.44687421,TRUE,TRUE,NS
ADAMTSL3,7,0.597339423,0.236086163,0.011400549,0,0.44687421,TRUE,TRUE,NS
CDA,8,-0.147642994,0.05841699,0.011491114,2.98759717,0.449223298,TRUE,TRUE,NS
SOSTDC1,6,-0.547076878,0.216498067,0.011506229,24.14241638,0.449223298,TRUE,TRUE,NS
RAD51C,8,0.179881742,0.071250463,0.011581699,10.54207861,0.450036984,TRUE,TRUE,NS
SLC9A6,8,0.1912287,0.075751842,0.01158927,0,0.450036984,TRUE,TRUE,NS
JMJD4,6,0.196250993,0.077787553,0.011638819,12.16991166,0.450036984,TRUE,TRUE,NS
RUBCNL,7,0.762866154,0.302414575,0.011649614,0,0.450036984,TRUE,TRUE,NS
TEX9,8,-0.342429602,0.135766551,0.011662532,0,0.450036984,TRUE,TRUE,NS
LARP6,7,0.142112228,0.056353796,0.011676063,0,0.450036984,TRUE,TRUE,NS
HK2,8,0.125154169,0.049648379,0.011708479,31.32737894,0.450036984,TRUE,TRUE,NS
CEACAM7,6,-0.514187151,0.203981571,0.011710403,0,0.450036984,TRUE,TRUE,NS
TTC30B,8,-0.198420186,0.078739493,0.011736896,25.51730913,0.450174139,TRUE,TRUE,NS
PRDM4,7,0.156182842,0.062039937,0.011820557,0,0.451773351,TRUE,TRUE,NS
XRCC4,8,0.144756887,0.057503999,0.0118246,0,0.451773351,TRUE,TRUE,NS
ANKRD30B,3,0.566859248,0.225333007,0.01188127,0,0.453057062,TRUE,TRUE,NS
MIIP,8,0.228632006,0.090987627,0.011978358,44.99166804,0.454027762,TRUE,TRUE,NS
ZNF480,8,0.125789626,0.050065183,0.011987332,0,0.454027762,TRUE,TRUE,NS
RP11-977G19.10,8,-0.182183346,0.072560806,0.012046885,0,0.454027762,TRUE,TRUE,NS
DNA2,8,0.280711133,0.111835992,0.012072262,3.308874813,0.454027762,TRUE,TRUE,NS
PIK3IP1,7,-0.452177207,0.180176207,0.012085469,36.04504644,0.454027762,TRUE,TRUE,NS
SYNE1,8,0.250037452,0.099647399,0.01209974,57.64700669,0.454027762,TRUE,TRUE,NS
CYP4F22,7,0.70377106,0.28050131,0.012108171,0,0.454027762,TRUE,TRUE,NS
GREB1,8,0.552559788,0.220307602,0.01213725,0,0.454027762,TRUE,TRUE,NS
SLC41A3,8,-0.149231725,0.059529088,0.012180527,48.9513394,0.454027762,TRUE,TRUE,NS
PCOLCE,8,0.329184863,0.131318944,0.012184397,0,0.454027762,TRUE,TRUE,NS
TNFRSF10A,7,0.140939909,0.056229739,0.012193264,0,0.454027762,TRUE,TRUE,NS
LILRB5,7,1.019880322,0.406907126,0.012196051,0,0.454027762,TRUE,TRUE,NS
PTGDR,3,1.74009355,0.694435496,0.012218611,0,0.454027762,TRUE,TRUE,NS
UMODL1,8,-0.78934992,0.315056191,0.012230405,0,0.454027762,TRUE,TRUE,NS
PARD6G,8,-0.116718071,0.046675018,0.012396423,0,0.458007511,TRUE,TRUE,NS
ORM1,4,0.880401524,0.35209793,0.012403738,0,0.458007511,TRUE,TRUE,NS
ENTPD6,8,0.106929958,0.042766245,0.012407577,0,0.458007511,TRUE,TRUE,NS
PRR5L,7,0.663673612,0.265774504,0.012520288,0,0.461300969,TRUE,TRUE,NS
DDX17,8,-0.064792564,0.02596022,0.012565916,1.430852116,0.462115073,TRUE,TRUE,NS
CYTH4,6,0.326338749,0.130825794,0.012615155,0,0.463058732,TRUE,TRUE,NS
CAMK2N1,8,-0.11455594,0.045951568,0.012667909,3.862443397,0.46412762,TRUE,TRUE,NS
WDR34,7,0.163179709,0.065487667,0.012711102,0,0.464842871,TRUE,TRUE,NS
WDR31,8,-0.28941864,0.116196863,0.012746976,34.09260344,0.465288306,TRUE,TRUE,NS
PFDN2,8,0.128600776,0.051660459,0.012797821,40.74643907,0.465588088,TRUE,TRUE,NS
TRIM34,6,0.391700369,0.157359089,0.012802606,0,0.465588088,TRUE,TRUE,NS
TXNDC12,8,0.073239125,0.029445206,0.012871601,1.478264004,0.467231987,TRUE,TRUE,NS
TESPA1,4,1.747483176,0.702857314,0.012909508,0,0.467743399,TRUE,TRUE,NS
PTPRH,7,0.42040298,0.169197382,0.012966443,0,0.468284812,TRUE,TRUE,NS
CLCF1,8,0.298549405,0.120178623,0.01298378,44.01185063,0.468284812,TRUE,TRUE,NS
METTL6,8,0.186893926,0.07524276,0.012995989,0,0.468284812,TRUE,TRUE,NS
FKBP10,7,-0.1096467,0.044174342,0.013059763,0,0.469720944,TRUE,TRUE,NS
ILF2,8,-0.110340711,0.044493387,0.013140631,0,0.470968883,TRUE,TRUE,NS
SUMF2,8,-0.091698272,0.036976804,0.013142425,0,0.470968883,TRUE,TRUE,NS
KIAA1024,8,0.223684472,0.090284923,0.013229173,0,0.472553679,TRUE,TRUE,NS
MXRA8,8,-0.222735476,0.089929865,0.013257778,0,0.472553679,TRUE,TRUE,NS
NEDD4L,8,0.114995792,0.046435121,0.013268391,0,0.472553679,TRUE,TRUE,NS
SMARCC1,7,-0.562360762,0.227116183,0.013282902,0,0.472553679,TRUE,TRUE,NS
NGFR,8,0.731131951,0.295447011,0.013336174,48.35893508,0.473068254,TRUE,TRUE,NS
CD14,8,0.224176253,0.090597764,0.013345545,0,0.473068254,TRUE,TRUE,NS
RFPL4A,5,2.211531181,0.894400556,0.013411892,0,0.474563498,TRUE,TRUE,NS
TMEM191B,8,-0.261865332,0.106001629,0.013496593,0,0.476701605,TRUE,TRUE,NS
GPX8,7,-0.099332891,0.040253862,0.013599898,0,0.479267889,TRUE,TRUE,NS
C2orf69,8,0.096897536,0.039274558,0.013618061,0,0.479267889,TRUE,TRUE,NS
PSME4,7,0.197915348,0.080245572,0.01364899,2.72305001,0.479486526,TRUE,TRUE,NS
SEL1L,8,-0.46140735,0.187127436,0.013673106,20.03584974,0.479486526,TRUE,TRUE,NS
PTPN18,8,-0.189160563,0.076751561,0.013717294,0,0.480178655,TRUE,TRUE,NS
MFSD6,8,-0.195463854,0.079350474,0.013766549,0,0.481045369,TRUE,TRUE,NS
AP3M2,8,-0.137887168,0.056067431,0.013920453,0,0.48549076,TRUE,TRUE,NS
CREB3,8,0.148447627,0.060375903,0.013943212,0,0.48549076,TRUE,TRUE,NS
PTOV1,8,-0.076027301,0.030939177,0.013997993,0,0.486130952,TRUE,TRUE,NS
PKNOX1,7,-0.805534496,0.327954961,0.014040126,0,0.486130952,TRUE,TRUE,NS
