Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
DRR456178_2 - illumina_universal_adapter	(1, 2.4492426304983417e-06)	(2, 4.8984852609966834e-06)	(3, 1.4695455782990049e-05)	(4, 2.9390911565980097e-05)	(5, 3.428939682697678e-05)	(6, 5.633258050146186e-05)	(7, 6.123106576245853e-05)	(8, 7.347727891495025e-05)	(9, 9.307121995893697e-05)	(10, 0.00012736061678591377)	(12, 0.0001836931972873756)	(14, 0.00024125039910408665)	(16, 0.0003257492698562794)	(18, 0.00041024814060847223)	(20, 0.0005192394376656484)	(22, 0.000673541723387044)	(24, 0.0008045762041187052)	(26, 0.0010372542540160476)	(28, 0.0014021914059603006)	(30, 0.0018185626531450187)	(32, 0.0023708668663223946)	(34, 0.003068901016014422)	(36, 0.00380979691174017)	(38, 0.0048776666986374475)	(40, 0.006414566449275156)	(42, 0.008470705637578513)	(44, 0.010667676277135527)	(46, 0.013136512848677853)	(48, 0.016869158617557327)	(50, 0.022280760209643414)	(52, 0.028888816826727937)	(54, 0.03605285152093558)	(56, 0.04432027002018274)	(58, 0.054659747784831486)	(60, 0.06824937052015154)	(62, 0.0849801469290857)	(64, 0.10403402997304756)	(66, 0.1259767946996822)	(68, 0.15183834763511417)	(70, 0.18307476352317478)	(72, 0.2209510761825164)	(74, 0.2676005759443031)	(76, 0.32282977264072543)	(78, 0.3874763072514139)	(80, 0.4657283846745206)	(82, 0.563140887196016)	(84, 0.6887111076190353)	(86, 0.8356521946144682)	(88, 1.0093377865136275)	(90, 1.1610610197451083)
DRR456178_2 - polya	(1, 0.024685916472792783)	(2, 0.030404898015006412)	(3, 0.04817170405664138)	(4, 0.07878478769524015)	(5, 0.10675024005027021)	(6, 0.12697363645029502)	(7, 0.15250944011587073)	(8, 0.18526071257089455)	(9, 0.220791875411534)	(10, 0.2707747943934289)	(12, 0.3399977388592035)	(14, 0.4180306090668807)	(16, 0.5109340559056286)	(18, 0.6184558073845057)	(20, 0.7513357924382476)	(22, 0.9250985354802677)	(24, 1.1997419086085686)	(26, 1.4279647861610347)	(28, 1.6283018117439616)	(30, 1.814249536872711)	(32, 1.9902055766903421)	(34, 2.159971155759389)	(36, 2.319229483943598)	(38, 2.469448882199953)	(40, 2.6170671847827185)	(42, 2.755333054380926)	(44, 2.887642365901762)	(46, 3.0113327926058737)	(48, 3.1340300514233186)	(50, 3.25923900855834)	(52, 3.37763784655926)	(54, 3.492155859612155)	(56, 3.6008054873223774)	(58, 3.705674709032425)	(60, 3.806325110311439)	(62, 3.9033849218941423)	(64, 4.000886821771651)	(66, 4.0941919444018)	(68, 4.184369384192804)	(70, 4.270023072845277)	(72, 4.354338250400182)	(74, 4.434116205982089)	(76, 4.508869540307529)	(78, 4.579193419335713)	(80, 4.650337794645113)	(82, 4.718519810992926)	(84, 4.787059416764791)	(86, 4.857243688963036)	(88, 4.924874625718987)	(90, 4.972643429362912)
DRR456178_2 - polyg	(1, 5.784724112901464)	(2, 5.898866167210578)	(3, 5.899698909704948)	(4, 5.9002328445983965)	(5, 5.900974965115437)	(6, 5.902476350847933)	(7, 5.904913347265278)	(8, 5.910340868934463)	(9, 5.916505612635428)	(10, 5.927826012073591)	(12, 5.943703227425797)	(14, 5.950476607920439)	(16, 5.952423755811686)	(18, 5.953494074841213)	(20, 5.954257013920613)	(22, 5.954891367761912)	(24, 5.955360397725653)	(26, 5.955841673902546)	(28, 5.9563707103107335)	(30, 5.956987919453619)	(32, 5.957829234297195)	(34, 5.958546862387931)	(36, 5.959295106011549)	(38, 5.960160913281429)	(40, 5.960813636442458)	(42, 5.961370839140896)	(44, 5.961935389567226)	(46, 5.962531780147752)	(48, 5.9632102203564)	(50, 5.963887435943732)	(52, 5.964562202288436)	(54, 5.965260236438127)	(56, 5.965925205812308)	(58, 5.966584052079911)	(60, 5.967359237372464)	(62, 5.968158915091323)	(64, 5.9689438973543965)	(66, 5.969728879617471)	(68, 5.970542028170797)	(70, 5.9714249801390915)	(72, 5.972391206356823)	(74, 5.9733415124974565)	(76, 5.9743457019759605)	(78, 5.975389079336553)	(80, 5.9765830851189214)	(82, 5.977941190157532)	(84, 5.979252759586164)	(86, 5.9805055471916635)	(88, 5.9817485378266415)	(90, 5.982809059885648)
DRR456179_1 - illumina_universal_adapter	(1, 0.0)	(2, 5.3285978439533974e-06)	(3, 2.131439137581359e-05)	(4, 5.0621679517557276e-05)	(5, 5.861457628348737e-05)	(6, 0.0004129663329063883)	(7, 0.000415630631828365)	(8, 0.0004262878275162718)	(9, 0.0004502665178140621)	(10, 0.00048623455326074754)	(12, 0.0005368562327783048)	(14, 0.0005888100617568504)	(16, 0.0006607461326502214)	(18, 0.0007153642605507435)	(20, 0.0008166076195858581)	(22, 0.0009498225656846931)	(24, 0.001056394522563761)	(26, 0.001208259561116433)	(28, 0.0014760216027750912)	(30, 0.0018343698077809571)	(32, 0.0022779755782900775)	(34, 0.002834814052983208)	(36, 0.003427620563123023)	(38, 0.004284192666538532)	(40, 0.005551066803938453)	(42, 0.007108349523833832)	(44, 0.008837479524196709)	(46, 0.010873003900586906)	(48, 0.013838368600746973)	(50, 0.01806128239208004)	(52, 0.022818388117269436)	(54, 0.0281856182955915)	(56, 0.03445604580846366)	(58, 0.04238366725080532)	(60, 0.05252265679838765)	(62, 0.0651181299520325)	(64, 0.08000889662696026)	(66, 0.09705508112976718)	(68, 0.11727178134972638)	(70, 0.14179132432867791)	(72, 0.1713410636723215)	(74, 0.20816167477403946)	(76, 0.2520746496060594)	(78, 0.30409641820711547)	(80, 0.36835531175681047)	(82, 0.44863197042542935)	(84, 0.5534521507632977)	(86, 0.6753651408351073)	(88, 0.8213740503572745)	(90, 0.9485543593978322)
DRR456179_1 - polya	(1, 0.06530995947441481)	(2, 0.07836768849102262)	(3, 0.09064744222241322)	(4, 0.10608705447526819)	(5, 0.11859860221287077)	(6, 0.12879753848619757)	(7, 0.13839167890423568)	(8, 0.15135082886073034)	(9, 0.16757374499664646)	(10, 0.18559106645651385)	(12, 0.20001558082009574)	(14, 0.21510084131632778)	(16, 0.22701025749756365)	(18, 0.23710128966455038)	(20, 0.2472549328562036)	(22, 0.2567278476732917)	(24, 0.26653912845347094)	(26, 0.2787709248042659)	(28, 0.2896878896370655)	(30, 0.30178513889230063)	(32, 0.3125795459746893)	(34, 0.32320210577661035)	(36, 0.33293079329020825)	(38, 0.34179758010254674)	(40, 0.3513064629550816)	(42, 0.3638792895678896)	(44, 0.3737132168889056)	(46, 0.3829410162051719)	(48, 0.39103249203121515)	(50, 0.39863373685561465)	(52, 0.40900318825994797)	(54, 0.4174157121060894)	(56, 0.42603871556706696)	(58, 0.4339023938352812)	(60, 0.4406071020724356)	(62, 0.4479499099014034)	(64, 0.45488374784584773)	(66, 0.46187087176873165)	(68, 0.46869547345737494)	(70, 0.4757092403694786)	(72, 0.4834663466808138)	(74, 0.4906639502185338)	(76, 0.4988087120230166)	(78, 0.506541839644054)	(80, 0.513050721910443)	(82, 0.5193877568963645)	(84, 0.5263802094170924)	(86, 0.5353415788411611)	(88, 0.5427416690969513)	(90, 0.5487763061552285)
DRR456179_2 - illumina_universal_adapter	(1, 0.0)	(2, 2.6642989219766987e-06)	(3, 1.5985793531860193e-05)	(4, 3.996448382965048e-05)	(5, 4.795738059558058e-05)	(6, 6.127887520546407e-05)	(7, 6.394317412744077e-05)	(8, 7.460036981534757e-05)	(9, 9.058616334720775e-05)	(10, 0.00011722915256697475)	(12, 0.00017184728046749708)	(14, 0.00022513325890703104)	(16, 0.00030106577818336697)	(18, 0.00036101250392784267)	(20, 0.000468916610267899)	(22, 0.0005994672574447571)	(24, 0.0007380108013875456)	(26, 0.000915186679698996)	(28, 0.0012042631127334679)	(30, 0.0015852578585761358)	(32, 0.00205017802046107)	(34, 0.0026176736908421067)	(36, 0.003218473097747852)	(38, 0.0041296633290638825)	(40, 0.005444494847059384)	(42, 0.007069717189465171)	(44, 0.008860126065033513)	(46, 0.010966254362856092)	(48, 0.013971583546845807)	(50, 0.01826243696068928)	(52, 0.023106132400842923)	(54, 0.02859458818011492)	(56, 0.034926294568192545)	(58, 0.04291119843735671)	(60, 0.0530888203193077)	(62, 0.06574157589977504)	(64, 0.0807362502326599)	(66, 0.09785570295582119)	(68, 0.11809105326823421)	(70, 0.14255731026874624)	(72, 0.1720617565307162)	(74, 0.20905155061397968)	(76, 0.25302180787282214)	(78, 0.30521808805326767)	(80, 0.3695289354319412)	(82, 0.44953117131159653)	(84, 0.5540755967110402)	(86, 0.6758860112743539)	(88, 0.8213554002648207)	(90, 0.9480214996134368)
DRR456179_2 - polya	(1, 0.026909419111964657)	(2, 0.03276821244139142)	(3, 0.05447425575873558)	(4, 0.08617674863133633)	(5, 0.11758084002467567)	(6, 0.13997427246388983)	(7, 0.16922028173042805)	(8, 0.20574515565180662)	(9, 0.2474227836882881)	(10, 0.30341702198201137)	(12, 0.38271721509572587)	(14, 0.476355332858058)	(16, 0.5875578412635214)	(18, 0.7174317565141975)	(20, 0.8765889812163197)	(22, 1.0785135322140116)	(24, 1.3860935212616117)	(26, 1.640908402308924)	(28, 1.865470169097191)	(30, 2.066450226127042)	(32, 2.2537983977226)	(34, 2.4316989653408276)	(36, 2.5974196904372397)	(38, 2.7516985838132224)	(40, 2.904143107381424)	(42, 3.0476102757320254)	(44, 3.1845712261151595)	(46, 3.3125614820279985)	(48, 3.437695609496478)	(50, 3.5643324015569524)	(52, 3.684562886859534)	(54, 3.798400386898832)	(56, 3.907198365527212)	(58, 4.012375561920624)	(60, 4.112553201386948)	(62, 4.209649579150007)	(64, 4.307587875372409)	(66, 4.403124306116649)	(68, 4.495538178524333)	(70, 4.580790415429744)	(72, 4.662571070839818)	(74, 4.739826414530915)	(76, 4.813119945725034)	(78, 4.882873955801307)	(80, 4.951631518080759)	(82, 5.019000980621861)	(84, 5.085102236876104)	(86, 5.152385109702242)	(88, 5.217561854230558)	(90, 5.2627097316129134)
DRR456179_2 - polyg	(1, 5.593735551173909)	(2, 5.694560615278273)	(3, 5.695618341950298)	(4, 5.696382995740905)	(5, 5.697152978129356)	(6, 5.6989567084995345)	(7, 5.701770208161142)	(8, 5.7076236728927245)	(9, 5.713922075544278)	(10, 5.726889218397538)	(12, 5.74365831581246)	(14, 5.75035769545177)	(16, 5.752291976469125)	(18, 5.7532258132412775)	(20, 5.753890555822311)	(22, 5.7544553871937705)	(24, 5.7549003251137405)	(26, 5.755306630699342)	(28, 5.755724925630092)	(30, 5.7562391353220335)	(32, 5.756878567063308)	(34, 5.75755529898949)	(36, 5.758214712972679)	(38, 5.758884784151556)	(40, 5.759437626177867)	(42, 5.759987803905255)	(44, 5.760540645931565)	(46, 5.761117466648173)	(48, 5.761690290916398)	(50, 5.762295086771687)	(52, 5.762951836455954)	(54, 5.763627236232675)	(56, 5.764270664422332)	(58, 5.764959385693663)	(60, 5.765645442666072)	(62, 5.766363471225545)	(64, 5.7671654252010605)	(66, 5.7679460647852)	(68, 5.768814626233763)	(70, 5.76971249497047)	(72, 5.770646331742623)	(74, 5.771738694300633)	(76, 5.772697841912544)	(78, 5.773707611203974)	(80, 5.7748412703952745)	(82, 5.776319956296971)	(84, 5.77767874874718)	(86, 5.778926972792126)	(88, 5.7802844330928735)	(90, 5.781336831167054)
DRR456180_1 - illumina_universal_adapter	(1, 1.8033361461083556e-05)	(2, 1.8033361461083556e-05)	(3, 2.576194494440508e-05)	(4, 5.925247337213168e-05)	(5, 7.986202932765574e-05)	(6, 0.0003864291741660762)	(7, 0.0003915815631549572)	(8, 0.00040188634113271925)	(9, 0.0004147673136049218)	(10, 0.00046242691175207113)	(12, 0.0005075103154047801)	(14, 0.0005835080529907751)	(16, 0.0006607938878239903)	(18, 0.0007226225556905624)	(20, 0.0008449917941764865)	(22, 0.0009918348803595956)	(24, 0.0011438303555315857)	(26, 0.001334468748120183)	(28, 0.0015560214746420668)	(30, 0.0018625886194804872)	(32, 0.002196205806510533)	(34, 0.002649616037532062)	(36, 0.0032279717015339564)	(38, 0.004045913453518818)	(40, 0.005182015225567081)	(42, 0.006723867630489726)	(44, 0.008323684411537281)	(46, 0.010222339753939935)	(48, 0.012945377334563551)	(50, 0.016983562204599047)	(52, 0.02206510584488295)	(54, 0.027663176481302173)	(56, 0.033860212337678816)	(58, 0.041765265143869516)	(60, 0.0520803478996093)	(62, 0.0652511422524364)	(64, 0.08038499681002717)	(66, 0.0980035909575058)	(68, 0.11915414775686237)	(70, 0.14495859991042573)	(72, 0.17629156544905838)	(74, 0.21504783542342137)	(76, 0.26104965241339834)	(78, 0.31537644191215974)	(80, 0.38230726297497136)	(82, 0.4661417842130544)	(84, 0.5756429311992481)	(86, 0.7021005903478494)	(88, 0.8547027593232801)	(90, 0.9878495074766961)
DRR456180_1 - polya	(1, 0.0693150890674163)	(2, 0.08381391168212748)	(3, 0.09701175607714621)	(4, 0.11381884895887608)	(5, 0.1278359232031269)	(6, 0.1394004602886703)	(7, 0.15022562955430935)	(8, 0.16466262350115393)	(9, 0.18327047633449772)	(10, 0.20479329323830098)	(12, 0.22110704487434546)	(14, 0.2388969559557044)	(16, 0.2536237717831736)	(18, 0.26491136796056464)	(20, 0.27710964889174045)	(22, 0.2878948871427156)	(24, 0.2990768593458346)	(26, 0.31315833845244645)	(28, 0.3253720765505889)	(30, 0.33830457291268023)	(32, 0.35041139893930345)	(34, 0.36271015145576246)	(36, 0.3744344125999612)	(38, 0.38474949535570097)	(40, 0.39617362984129745)	(42, 0.41242684090672255)	(44, 0.42510042972212264)	(46, 0.43568343670528425)	(48, 0.4456069378978691)	(50, 0.45443169213857504)	(52, 0.46757157215746886)	(54, 0.4771962347886986)	(56, 0.48761565342146324)	(58, 0.49689768218493235)	(60, 0.5042527174665601)	(62, 0.5120405534232537)	(64, 0.5200048587028165)	(66, 0.527926656773221)	(68, 0.535821404801434)	(70, 0.5434714143526751)	(72, 0.5520707515751175)	(74, 0.5600492259243998)	(76, 0.5689139111797696)	(78, 0.5779512014662669)	(80, 0.5853951154579526)	(82, 0.5927063554331748)	(84, 0.6007646918117848)	(86, 0.610971574398758)	(88, 0.620118352951269)	(90, 0.6271977354219916)
DRR456180_2 - illumina_universal_adapter	(1, 1.288097247220254e-05)	(2, 1.288097247220254e-05)	(3, 2.060955595552406e-05)	(4, 3.3490528427726604e-05)	(5, 4.894769539436965e-05)	(6, 6.440486236101269e-05)	(7, 6.955725134989371e-05)	(8, 7.728583483321524e-05)	(9, 9.016680730541778e-05)	(10, 0.00013782640545256716)	(12, 0.00019192648983581783)	(14, 0.00027822900539957484)	(16, 0.0003606672292216711)	(18, 0.0004353768695604458)	(20, 0.0005654746915296915)	(22, 0.0007187582639489017)	(24, 0.0008913632950764158)	(26, 0.0011038993408677578)	(28, 0.0013628068875590287)	(30, 0.0016861192966113124)	(32, 0.002053227012069085)	(34, 0.0025375515770239)	(36, 0.0031468215749590805)	(38, 0.004012422925091091)	(40, 0.005187167614555963)	(42, 0.006761222450659113)	(44, 0.0084267321913149)	(46, 0.010375623326359145)	(48, 0.013143744310635471)	(50, 0.017256638821009744)	(52, 0.022437365949329602)	(54, 0.028074079503165435)	(56, 0.03434968929162251)	(58, 0.04239514469776022)	(60, 0.05281456333052485)	(62, 0.06610772692183786)	(64, 0.08144252464999499)	(66, 0.09921311427264562)	(68, 0.12057105472880465)	(70, 0.14657000956669824)	(72, 0.17800087049611968)	(74, 0.21690655975116024)	(76, 0.2632497225116505)	(78, 0.31779162425069774)	(80, 0.38502128387486445)	(82, 0.46903871492205274)	(84, 0.578747245565049)	(86, 0.7054187288566887)	(88, 0.8579719501367251)	(90, 0.9910852077617134)
DRR456180_2 - polya	(1, 0.03058715723249215)	(2, 0.037519696617031556)	(3, 0.06081364723576263)	(4, 0.0982766675739165)	(5, 0.1293120826484413)	(6, 0.15425222154911986)	(7, 0.1857358944656773)	(8, 0.22672314887222578)	(9, 0.27208735772482867)	(10, 0.33739904054788444)	(12, 0.4289170618656363)	(14, 0.5335414726738541)	(16, 0.6594748762428367)	(18, 0.8101294421804703)	(20, 0.9929387797004632)	(22, 1.225064208427531)	(24, 1.571630637083882)	(26, 1.8512224493710157)	(28, 2.0919639605847395)	(30, 2.3108065304984717)	(32, 2.5139021115649367)	(34, 2.706790810044428)	(36, 2.882806722682581)	(38, 3.049137432118885)	(40, 3.210335074025017)	(42, 3.3615190479312576)	(44, 3.502585017960584)	(46, 3.6346845430520096)	(48, 3.764323802401245)	(50, 3.8959969673038413)	(52, 4.019653014939738)	(54, 4.136194901479238)	(56, 4.246589987955002)	(58, 4.3541873272098055)	(60, 4.456364353248304)	(62, 4.55375609801338)	(64, 4.651894939181844)	(66, 4.746768453828605)	(68, 4.8378678435410105)	(70, 4.922985309637324)	(72, 5.005362992888801)	(74, 5.084170070570984)	(76, 5.157768082985408)	(78, 5.226902838438213)	(80, 5.296100710656132)	(82, 5.362427414109998)	(84, 5.426897969430618)	(86, 5.492882039016723)	(88, 5.557057620067731)	(90, 5.601674732516946)
DRR456180_2 - polyg	(1, 5.174330437390165)	(2, 5.265903846889548)	(3, 5.267003881938674)	(4, 5.267516544643067)	(5, 5.26826621724095)	(6, 5.26955431448817)	(7, 5.271726046446983)	(8, 5.276674916070804)	(9, 5.281641819056085)	(10, 5.2915988107770975)	(12, 5.305288708320555)	(14, 5.310584076103877)	(16, 5.3118013280025)	(18, 5.31249174812701)	(20, 5.312977360789212)	(22, 5.313402432880794)	(24, 5.313736050067825)	(26, 5.314078683935586)	(28, 5.314409724928121)	(30, 5.314805170783018)	(32, 5.315200616637915)	(34, 5.315679788813879)	(36, 5.316166689573329)	(38, 5.31658789737317)	(40, 5.317051612382169)	(42, 5.317544953627855)	(44, 5.317966161427696)	(46, 5.318459502673381)	(48, 5.318945115335583)	(50, 5.319389508885875)	(52, 5.319940814507684)	(54, 5.320488255837754)	(56, 5.32107820437698)	(58, 5.321682321985927)	(60, 5.32232508251229)	(62, 5.322938216801966)	(64, 5.32355263918889)	(66, 5.324227602146434)	(68, 5.3249540889938665)	(70, 5.325720506855962)	(72, 5.326568074844634)	(74, 5.327477471501171)	(76, 5.3283392085595604)	(78, 5.329266638577559)	(80, 5.330331895001011)	(82, 5.331617416053736)	(84, 5.33281148220191)	(86, 5.334059648434466)	(88, 5.33524856219365)	(90, 5.336223651809796)
DRR456181_1 - illumina_universal_adapter	(1, 2.1914505553091878e-06)	(2, 2.1914505553091878e-06)	(3, 6.574351665927563e-06)	(4, 5.259481332742051e-05)	(5, 5.4786263882729694e-05)	(6, 0.00023010230830746472)	(7, 0.00023886811052870147)	(8, 0.00025859116552648414)	(9, 0.00028050567107957604)	(10, 0.00030899452829859545)	(12, 0.00034953636357181546)	(14, 0.00039665255051096304)	(16, 0.0004843105727233305)	(18, 0.0005862130235452078)	(20, 0.0007078385293648676)	(22, 0.0008634315187918201)	(24, 0.0010047800796092626)	(26, 0.0013093917067972397)	(28, 0.0018112338839630436)	(30, 0.002390872555842324)	(32, 0.0031261042171485563)	(34, 0.003975291307330866)	(36, 0.005034857650822859)	(38, 0.006452726160107903)	(40, 0.008548848616261142)	(42, 0.011462382129544707)	(44, 0.014517264203645715)	(46, 0.017887715157711245)	(48, 0.022653024390231077)	(50, 0.02951445607890414)	(52, 0.037910998881571296)	(54, 0.047105229686370986)	(56, 0.05713878605385411)	(58, 0.07000917516518497)	(60, 0.08688882306745399)	(62, 0.10772184777150079)	(64, 0.13165467928603242)	(66, 0.15905000267795258)	(68, 0.19199846177702623)	(70, 0.2324844150610858)	(72, 0.28114009601533807)	(74, 0.34032460116257324)	(76, 0.4104302001521919)	(78, 0.49424660954110233)	(80, 0.5952122152505849)	(82, 0.7189382264275087)	(84, 0.8753190423290946)	(86, 1.0584092575987891)	(88, 1.276916601018113)	(90, 1.4634835525938052)
DRR456181_1 - polya	(1, 0.031122980786501084)	(2, 0.04097135958206057)	(3, 0.0484201000195565)	(4, 0.05975866519272624)	(5, 0.06739806182853407)	(6, 0.07402939120889968)	(7, 0.08077686746869667)	(8, 0.09130678738695731)	(9, 0.10602237786585851)	(10, 0.12314527677976685)	(12, 0.13485857999789447)	(14, 0.1477607451422773)	(16, 0.1578359390703113)	(18, 0.1663519159282428)	(20, 0.17552313650221174)	(22, 0.18521153940723367)	(24, 0.19486159192753766)	(26, 0.20688936830035215)	(28, 0.21976633176334892)	(30, 0.2319847643344753)	(32, 0.24299022902323805)	(34, 0.25482406202190766)	(36, 0.26541095965460637)	(38, 0.27448685212941937)	(40, 0.2841621063311094)	(42, 0.2953691844709606)	(44, 0.30559120558620034)	(46, 0.31541547842565143)	(48, 0.32425359851521335)	(50, 0.3318371131618608)	(52, 0.3404988214817204)	(54, 0.3492514749996253)	(56, 0.35807315921002236)	(58, 0.3661179741985624)	(60, 0.37263534815005195)	(62, 0.37983207177368733)	(64, 0.38690388271567006)	(66, 0.3939263860201584)	(68, 0.400617980290795)	(70, 0.4074235299903076)	(72, 0.41504429929639536)	(74, 0.42244701927222983)	(76, 0.43092245429488807)	(78, 0.4401451739569068)	(80, 0.44748653331719257)	(82, 0.454197850642827)	(84, 0.4620684453122199)	(86, 0.47175794394251946)	(88, 0.47955950791942015)	(90, 0.4864538113664229)
DRR456181_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00019065619831189933)	(4, 0.0002717398688583393)	(5, 0.0003111859788539047)	(6, 0.00034624918773885167)	(7, 0.0003769294955131803)	(8, 0.00040322690217689056)	(9, 0.0004492473638383835)	(10, 0.0005193737816082775)	(12, 0.0006760624963128844)	(14, 0.0007593376174146336)	(16, 0.000852474266015274)	(18, 0.0009368451123946777)	(20, 0.0010661406951579199)	(22, 0.0011592773437585605)	(24, 0.0012425524648603096)	(26, 0.0013444549156821867)	(28, 0.0014825163006666655)	(30, 0.0016523537187031275)	(32, 0.001772883499245133)	(34, 0.0018945090050647927)	(36, 0.0020259960383833438)	(38, 0.0021848762036432603)	(40, 0.002350330720569104)	(42, 0.0025037322594407474)	(44, 0.002660420974145354)	(46, 0.002872991678010345)	(48, 0.0030340632938255707)	(50, 0.003192943459085487)	(52, 0.0033693552287878763)	(54, 0.0035632986029327397)	(56, 0.0037791564826306946)	(58, 0.003969812680942594)	(60, 0.004197723538694749)	(62, 0.004408102792004431)	(64, 0.004626152122257695)	(66, 0.004926380848335054)	(68, 0.007485995096936186)	(70, 0.09675911636856657)	(72, 0.10307706831952296)	(74, 0.10382106578305042)	(76, 0.10443028903742638)	(78, 0.10480064418127363)	(80, 0.10512169168762643)	(82, 0.10544931354564516)	(84, 0.10587116777754217)	(86, 0.10633794674582303)	(88, 0.10683978892298883)	(90, 0.10724301582516572)
DRR456181_2 - illumina_universal_adapter	(1, 2.1914505553091878e-06)	(2, 2.1914505553091878e-06)	(3, 2.1914505553091878e-06)	(4, 2.6297406663710253e-05)	(5, 2.848885721901944e-05)	(6, 5.4786263882729694e-05)	(7, 5.9169164993348074e-05)	(8, 7.889221999113076e-05)	(9, 0.00010299817609953183)	(10, 0.00013039130804089668)	(12, 0.00016874169275880746)	(14, 0.0002169536049756096)	(16, 0.00030570735246563167)	(18, 0.0004185670560640549)	(20, 0.0005555327157708791)	(22, 0.0007286573096403049)	(24, 0.0008952075518438033)	(26, 0.0012228294098625267)	(28, 0.0017553518948026595)	(30, 0.002368958050289232)	(32, 0.003139252920480412)	(34, 0.004002684439272231)	(36, 0.005109366969703371)	(38, 0.006580926017593492)	(40, 0.008746079166238967)	(42, 0.011715494668682918)	(44, 0.014824067281389002)	(46, 0.018272314730168007)	(48, 0.023098984578236493)	(50, 0.030037117036345384)	(52, 0.03853008366344614)	(54, 0.04780758958934758)	(56, 0.057920038176821835)	(58, 0.07083206484870357)	(60, 0.08779498787207433)	(62, 0.10871238342250053)	(64, 0.13282820105840049)	(66, 0.160342958505585)	(68, 0.19345029776991857)	(70, 0.2340480150322989)	(72, 0.28278587538237526)	(74, 0.34215336665097884)	(76, 0.4124627705422411)	(78, 0.4965618770527865)	(80, 0.5975811733008742)	(82, 0.721208569202809)	(84, 0.8777274464893795)	(86, 1.0609896906276655)	(88, 1.2794028016731112)	(90, 1.4655829622257914)
DRR456181_2 - polya	(1, 0.020277491988275914)	(2, 0.02642012789480757)	(3, 0.03876895177397484)	(4, 0.05677829243750575)	(5, 0.07181383469748208)	(6, 0.08358192417949242)	(7, 0.09852323406559046)	(8, 0.11925435631881538)	(9, 0.14243990319398658)	(10, 0.1739825467618294)	(12, 0.21497143794833243)	(14, 0.2637859990678446)	(16, 0.32237442966403573)	(18, 0.39006614586698124)	(20, 0.47064906996153305)	(22, 0.5721647297603982)	(24, 0.7247718678057418)	(26, 0.8498905458105646)	(28, 0.957400918603478)	(30, 1.054212629785372)	(32, 1.1442878219602455)	(34, 1.2292744659456911)	(36, 1.3085140308498384)	(38, 1.3827614713889913)	(40, 1.455179050714461)	(42, 1.5228532353129642)	(44, 1.5875481428815243)	(46, 1.6478557664383553)	(48, 1.706776201793676)	(50, 1.7663617423925329)	(52, 1.8227850198400786)	(54, 1.877413499282826)	(56, 1.9288435566400994)	(58, 1.9787352157075462)	(60, 2.026099036559444)	(62, 2.0717348986484803)	(64, 2.120139658514149)	(66, 2.1732133037879047)	(68, 2.22383909879138)	(70, 2.268457032097475)	(72, 2.310896663551593)	(74, 2.3495385111933595)	(76, 2.3859187818620473)	(78, 2.4205502749875984)	(80, 2.454260263154642)	(82, 2.487075043769842)	(84, 2.519940227747814)	(86, 2.554106037630362)	(88, 2.5866578441789243)	(90, 2.6098598269332602)
DRR456181_2 - polyg	(1, 2.1882663776523237)	(2, 2.2237634937472217)	(3, 2.224219315462726)	(4, 2.2245611817493542)	(5, 2.2248745591787635)	(6, 2.22541803891648)	(7, 2.2264480206774757)	(8, 2.2286285139800084)	(9, 2.2309295370630826)	(10, 2.2355403490314534)	(12, 2.2422659107856973)	(14, 2.2448770241223484)	(16, 2.2454796730250584)	(18, 2.2458730383997363)	(20, 2.2461798414774794)	(22, 2.2464088480605096)	(24, 2.246629088841318)	(26, 2.246825223666018)	(28, 2.2470717618534906)	(30, 2.247335831645405)	(32, 2.247634964646205)	(34, 2.2479340976470046)	(36, 2.2482463793511362)	(38, 2.248559756780545)	(40, 2.2488764213857877)	(42, 2.2492391064526913)	(44, 2.249573302662376)	(46, 2.2499096903226157)	(48, 2.2502997685214607)	(50, 2.2506591664125315)	(52, 2.2510470531608213)	(54, 2.251488630447716)	(56, 2.2519828025479383)	(58, 2.2525361438131535)	(60, 2.253045656067263)	(62, 2.253581465728036)	(64, 2.2541402856196404)	(66, 2.254739647346517)	(68, 2.2553664022053352)	(70, 2.256084102262199)	(72, 2.2568741201873883)	(74, 2.257631266354248)	(76, 2.258451964587211)	(78, 2.2593647037434974)	(80, 2.260437418790321)	(82, 2.2617566720246174)	(84, 2.263095648313911)	(86, 2.264367785361268)	(88, 2.2657308676066705)	(90, 2.266709350279616)
